lead_id,advisor_id,market,territory,product_interest,stage,created_date,last_update
LEAD-009274,ADV-082,South Africa,Eastern Cape,Funeral,New,2025-11-12,2025-11-23
LEAD-009275,ADV-024,South Africa,Western Cape,Life,Closed Won,2026-03-15,2026-04-09
LEAD-009276,ADV-148,South Africa,Western Cape,Funeral,Closed Won,2025-06-19,2025-07-10
LEAD-009277,ADV-031,Botswana,Francistown,Health,Contacted,2025-10-05,2025-10-07
LEAD-009278,ADV-026,South Africa,Eastern Cape,Funeral,New,2024-10-24,2024-10-28
LEAD-009279,ADV-087,South Africa,Gauteng,Funeral,Closed Won,2026-02-22,2026-03-28
LEAD-009280,ADV-042,South Africa,Eastern Cape,Funeral,New,2025-01-24,2025-03-05
LEAD-009281,ADV-112,South Africa,Gauteng,Health,New,2025-07-31,2025-08-18
LEAD-009282,ADV-125,Lesotho,Berea,Life,Contacted,2026-01-13,2026-02-26
LEAD-009283,ADV-028,Namibia,Swakopmund,Life,Contacted,2025-09-15,2025-09-30
LEAD-009284,ADV-004,South Africa,Eastern Cape,Health,Contacted,2024-07-08,2024-07-20
LEAD-009285,ADV-082,South Africa,Eastern Cape,Investment,Proposal,2024-09-07,2024-10-10
LEAD-009286,ADV-059,South Africa,Eastern Cape,Life,Contacted,2025-05-10,2025-06-14
LEAD-009287,ADV-118,Lesotho,Maseru,Funeral,Contacted,2025-01-13,2025-02-02
LEAD-009288,ADV-117,Botswana,Francistown,Funeral,Closed Won,2024-10-08,2024-11-01
LEAD-009289,ADV-155,Lesotho,Berea,Life,Contacted,2026-02-09,2026-02-19
LEAD-009290,ADV-111,South Africa,Gauteng,Funeral,Meeting,2024-11-13,2024-11-20
LEAD-009291,ADV-007,Lesotho,Maseru,Funeral,Contacted,2025-05-06,2025-05-14
LEAD-009292,ADV-085,Namibia,Swakopmund,Investment,Contacted,2025-05-20,2025-05-27
LEAD-009293,ADV-121,South Africa,Gauteng,Investment,Contacted,2025-08-24,2025-08-27
LEAD-009294,ADV-101,South Africa,KwaZulu-Natal,Funeral,Meeting,2024-11-10,2024-12-11
LEAD-009295,ADV-050,South Africa,Western Cape,Life,Closed Lost,2026-02-14,2026-03-23
LEAD-009296,ADV-038,South Africa,Eastern Cape,Life,Closed Won,2026-02-27,2026-03-24
LEAD-009297,ADV-006,South Africa,Gauteng,Health,Contacted,2026-02-14,2026-03-03
LEAD-009298,ADV-139,South Africa,Gauteng,Funeral,Proposal,2026-06-16,2026-06-20
LEAD-009299,ADV-036,South Africa,KwaZulu-Natal,Life,Closed Won,2025-06-17,2025-07-15
LEAD-009300,ADV-132,Botswana,Francistown,Funeral,Proposal,2026-01-29,2026-01-30
LEAD-009301,ADV-027,South Africa,Eastern Cape,Funeral,Contacted,2024-10-20,2024-10-23
LEAD-009302,ADV-145,South Africa,Western Cape,Life,Contacted,2025-10-25,2025-11-20
LEAD-009303,ADV-009,Lesotho,Maseru,Funeral,Closed Lost,2026-02-11,2026-03-03
LEAD-009304,ADV-009,Lesotho,Maseru,Health,New,2024-08-09,2024-08-30
LEAD-009305,ADV-138,South Africa,Eastern Cape,Life,Closed Won,2025-08-20,2025-09-11
LEAD-009306,ADV-129,Lesotho,Maseru,Life,Contacted,2025-05-23,2025-06-13
LEAD-009307,ADV-106,South Africa,KwaZulu-Natal,Funeral,Contacted,2024-06-23,2024-08-01
LEAD-009308,ADV-059,South Africa,Eastern Cape,Investment,New,2025-05-23,2025-06-02
LEAD-009309,ADV-007,Lesotho,Maseru,Health,Closed Won,2024-10-26,2024-11-07
LEAD-009310,ADV-041,Namibia,Swakopmund,Health,Meeting,2025-07-30,2025-08-10
LEAD-009311,ADV-131,South Africa,Eastern Cape,Funeral,Meeting,2025-11-08,2025-11-13
LEAD-009312,ADV-152,South Africa,Gauteng,Funeral,Meeting,2024-12-04,2024-12-07
LEAD-009313,ADV-027,South Africa,Eastern Cape,Investment,Closed Lost,2025-07-24,2025-08-31
LEAD-009314,ADV-034,South Africa,KwaZulu-Natal,Life,Contacted,2025-11-07,2025-12-20
LEAD-009315,ADV-130,Lesotho,Maseru,Funeral,New,2025-12-01,2026-01-08
LEAD-009316,ADV-072,South Africa,KwaZulu-Natal,Funeral,Contacted,2024-10-31,2024-11-30
LEAD-009317,ADV-082,South Africa,Eastern Cape,Funeral,New,2024-11-25,2024-12-08
LEAD-009318,ADV-074,South Africa,Eastern Cape,Investment,Proposal,2025-09-09,2025-09-26
LEAD-009319,ADV-115,South Africa,Gauteng,Funeral,Meeting,2025-02-07,2025-02-24
LEAD-009320,ADV-050,South Africa,Western Cape,Funeral,Proposal,2024-10-10,2024-11-18
LEAD-009321,ADV-065,Botswana,Gaborone,Investment,Closed Won,2025-11-23,2025-12-20
LEAD-009322,ADV-101,South Africa,KwaZulu-Natal,Funeral,Contacted,2026-03-06,2026-04-01
LEAD-009323,ADV-039,South Africa,Gauteng,Funeral,Contacted,2024-07-02,2024-08-08
LEAD-009324,ADV-131,South Africa,Eastern Cape,Funeral,Closed Lost,2024-07-28,2024-09-02
LEAD-009325,ADV-099,South Africa,Western Cape,Funeral,Closed Won,2024-08-25,2024-09-26
LEAD-009326,ADV-034,South Africa,KwaZulu-Natal,Life,Meeting,2024-06-28,2024-07-16
LEAD-009327,ADV-128,South Africa,Gauteng,Life,Closed Lost,2025-10-15,2025-10-28
LEAD-009328,ADV-098,South Africa,Gauteng,Funeral,Closed Lost,2026-01-18,2026-02-07
LEAD-009329,ADV-053,South Africa,Western Cape,Funeral,Contacted,2025-03-25,2025-04-23
LEAD-009330,ADV-066,Botswana,Gaborone,Life,Meeting,2026-02-14,2026-03-01
LEAD-009331,ADV-131,South Africa,Eastern Cape,Funeral,Proposal,2025-10-28,2025-11-23
LEAD-009332,ADV-139,South Africa,Gauteng,Life,New,2025-12-21,2026-01-16
LEAD-009333,ADV-129,Lesotho,Maseru,Health,Contacted,2025-07-20,2025-07-30
LEAD-009334,ADV-002,South Africa,KwaZulu-Natal,Funeral,Meeting,2025-12-17,2026-01-26
LEAD-009335,ADV-140,Namibia,Swakopmund,Funeral,Contacted,2024-11-07,2024-12-17
LEAD-009336,ADV-139,South Africa,Gauteng,Life,Meeting,2025-04-01,2025-05-08
LEAD-009337,ADV-051,Botswana,Gaborone,Funeral,Closed Won,2025-09-03,2025-10-14
LEAD-009338,ADV-046,Lesotho,Berea,Life,Closed Lost,2024-09-16,2024-10-21
LEAD-009339,ADV-138,South Africa,Eastern Cape,Funeral,Meeting,2024-11-03,2024-11-12
LEAD-009340,ADV-079,Lesotho,Maseru,Funeral,Closed Lost,2025-02-21,2025-03-07
LEAD-009341,ADV-068,Lesotho,Berea,Life,Closed Won,2025-09-12,2025-10-26
LEAD-009342,ADV-130,Lesotho,Maseru,Funeral,Meeting,2024-08-24,2024-08-24
LEAD-009343,ADV-149,Botswana,Francistown,Investment,Proposal,2025-03-27,2025-05-03
LEAD-009344,ADV-069,South Africa,KwaZulu-Natal,Funeral,Proposal,2025-07-20,2025-07-22
LEAD-009345,ADV-061,Lesotho,Berea,Funeral,Closed Won,2025-02-03,2025-02-16
LEAD-009346,ADV-093,Botswana,Francistown,Funeral,Proposal,2026-06-16,2026-06-20
LEAD-009347,ADV-057,Lesotho,Berea,Funeral,New,2025-07-09,2025-08-04
LEAD-009348,ADV-074,South Africa,Eastern Cape,Life,New,2025-07-25,2025-09-07
LEAD-009349,ADV-076,South Africa,Western Cape,Funeral,Contacted,2024-07-22,2024-08-26
LEAD-009350,ADV-008,South Africa,Gauteng,Health,New,2024-08-09,2024-09-16
LEAD-009351,ADV-055,South Africa,KwaZulu-Natal,Health,New,2025-01-18,2025-03-02
LEAD-009352,ADV-040,South Africa,Eastern Cape,Life,New,2025-07-16,2025-08-10
LEAD-009353,ADV-131,South Africa,Eastern Cape,Life,Closed Won,2024-07-08,2024-08-02
LEAD-009354,ADV-151,South Africa,Gauteng,Health,Contacted,2024-10-25,2024-11-29
LEAD-009355,ADV-035,South Africa,Gauteng,Funeral,Contacted,2025-10-25,2025-11-20
LEAD-009356,ADV-139,South Africa,Gauteng,Life,Contacted,2026-05-13,2026-05-31
LEAD-009357,ADV-020,South Africa,Eastern Cape,Investment,New,2025-09-09,2025-09-14
LEAD-009358,ADV-023,Lesotho,Berea,Investment,Proposal,2024-11-04,2024-12-18
LEAD-009359,ADV-137,Lesotho,Maseru,Life,New,2025-01-14,2025-02-04
LEAD-009360,ADV-135,Botswana,Gaborone,Funeral,Closed Won,2025-09-02,2025-09-24
LEAD-009361,ADV-060,South Africa,Eastern Cape,Investment,New,2026-02-08,2026-03-10
LEAD-009362,ADV-108,Lesotho,Berea,Investment,Meeting,2025-03-30,2025-05-09
LEAD-009363,ADV-016,South Africa,Western Cape,Life,Contacted,2026-05-19,2026-05-26
LEAD-009364,ADV-010,South Africa,Gauteng,Funeral,Meeting,2024-07-12,2024-08-18
LEAD-009365,ADV-128,South Africa,Gauteng,Funeral,Meeting,2025-04-09,2025-04-12
LEAD-009366,ADV-049,Namibia,Swakopmund,Funeral,Contacted,2024-07-17,2024-08-09
LEAD-009367,ADV-156,South Africa,Western Cape,Funeral,Proposal,2024-07-24,2024-08-16
LEAD-009368,ADV-130,Lesotho,Maseru,Funeral,New,2025-08-01,2025-08-07
LEAD-009369,ADV-048,South Africa,KwaZulu-Natal,Life,Proposal,2026-01-22,2026-02-08
LEAD-009370,ADV-009,Lesotho,Maseru,Health,Meeting,2025-10-19,2025-11-27
LEAD-009371,ADV-121,South Africa,Gauteng,Funeral,New,2024-08-18,2024-09-08
LEAD-009372,ADV-133,South Africa,Gauteng,Life,Closed Lost,2026-05-16,2026-05-28
LEAD-009373,ADV-117,Botswana,Francistown,Funeral,Closed Won,2026-01-10,2026-02-09
LEAD-009374,ADV-086,South Africa,KwaZulu-Natal,Investment,Proposal,2026-03-12,2026-04-14
LEAD-009375,ADV-152,South Africa,Gauteng,Funeral,Closed Won,2024-08-09,2024-08-10
LEAD-009376,ADV-088,South Africa,Eastern Cape,Funeral,New,2024-09-14,2024-10-04
LEAD-009377,ADV-085,Namibia,Swakopmund,Health,Contacted,2025-06-21,2025-07-24
LEAD-009378,ADV-074,South Africa,Eastern Cape,Investment,New,2024-10-29,2024-11-16
LEAD-009379,ADV-116,South Africa,Eastern Cape,Health,Proposal,2024-11-14,2024-11-25
LEAD-009380,ADV-107,Lesotho,Maseru,Life,Meeting,2025-02-02,2025-02-25
LEAD-009381,ADV-043,Botswana,Gaborone,Funeral,Meeting,2025-10-08,2025-11-20
LEAD-009382,ADV-038,South Africa,Eastern Cape,Funeral,Contacted,2025-12-16,2026-01-16
LEAD-009383,ADV-053,South Africa,Western Cape,Funeral,Proposal,2026-02-09,2026-03-18
LEAD-009384,ADV-132,Botswana,Francistown,Life,Closed Won,2024-12-03,2024-12-24
LEAD-009385,ADV-023,Lesotho,Berea,Life,New,2026-05-30,2026-06-20
LEAD-009386,ADV-148,South Africa,Western Cape,Life,Meeting,2025-04-17,2025-05-10
LEAD-009387,ADV-014,Botswana,Gaborone,Health,Contacted,2025-04-15,2025-05-22
LEAD-009388,ADV-048,South Africa,KwaZulu-Natal,Health,Meeting,2025-09-05,2025-09-10
LEAD-009389,ADV-117,Botswana,Francistown,Funeral,Closed Lost,2025-01-04,2025-02-08
LEAD-009390,ADV-050,South Africa,Western Cape,Investment,New,2025-08-08,2025-09-14
LEAD-009391,ADV-050,South Africa,Western Cape,Health,Contacted,2024-11-19,2024-12-01
LEAD-009392,ADV-053,South Africa,Western Cape,Funeral,New,2024-11-18,2024-12-21
LEAD-009393,ADV-134,South Africa,Western Cape,Funeral,Proposal,2025-04-27,2025-06-10
LEAD-009394,ADV-061,Lesotho,Berea,Life,Contacted,2025-09-27,2025-10-07
LEAD-009395,ADV-063,Namibia,Windhoek,Funeral,Contacted,2025-06-08,2025-07-04
LEAD-009396,ADV-006,South Africa,Gauteng,Health,Meeting,2026-05-24,2026-06-20
LEAD-009397,ADV-066,Botswana,Gaborone,Life,Meeting,2026-06-08,2026-06-20
LEAD-009398,ADV-025,South Africa,Gauteng,Life,Proposal,2025-04-29,2025-06-08
LEAD-009399,ADV-041,Namibia,Swakopmund,Life,Contacted,2025-11-24,2025-12-29
LEAD-009400,ADV-044,Namibia,Swakopmund,Health,Meeting,2025-10-03,2025-10-12
LEAD-009401,ADV-129,Lesotho,Maseru,Life,New,2026-01-10,2026-01-20
LEAD-009402,ADV-039,South Africa,Gauteng,Investment,Meeting,2025-10-24,2025-12-07
LEAD-009403,ADV-050,South Africa,Western Cape,Life,Contacted,2025-11-23,2025-11-27
LEAD-009404,ADV-075,South Africa,Gauteng,Life,New,2025-08-27,2025-10-08
LEAD-009405,ADV-047,Lesotho,Maseru,Life,New,2026-01-04,2026-01-20
LEAD-009406,ADV-126,South Africa,Western Cape,Health,Meeting,2025-12-26,2026-01-08
LEAD-009407,ADV-042,South Africa,Eastern Cape,Life,Meeting,2024-12-16,2025-01-04
LEAD-009408,ADV-044,Namibia,Swakopmund,Investment,Proposal,2024-06-26,2024-07-31
LEAD-009409,ADV-104,Botswana,Francistown,Health,New,2024-06-21,2024-07-08
LEAD-009410,ADV-156,South Africa,Western Cape,Health,New,2025-07-14,2025-08-09
LEAD-009411,ADV-147,South Africa,Western Cape,Life,Closed Lost,2026-05-02,2026-05-20
LEAD-009412,ADV-114,South Africa,KwaZulu-Natal,Funeral,Contacted,2024-08-03,2024-08-06
LEAD-009413,ADV-159,South Africa,Gauteng,Life,Closed Won,2025-04-26,2025-04-30
LEAD-009414,ADV-071,Botswana,Gaborone,Life,Proposal,2025-05-19,2025-05-23
LEAD-009415,ADV-038,South Africa,Eastern Cape,Funeral,Closed Won,2025-10-12,2025-10-24
LEAD-009416,ADV-058,Lesotho,Maseru,Funeral,Proposal,2026-05-04,2026-05-21
LEAD-009417,ADV-050,South Africa,Western Cape,Life,Meeting,2025-02-20,2025-03-28
LEAD-009418,ADV-142,South Africa,Western Cape,Life,Contacted,2024-08-02,2024-08-09
LEAD-009419,ADV-020,South Africa,Eastern Cape,Life,Closed Won,2024-12-13,2025-01-04
LEAD-009420,ADV-079,Lesotho,Maseru,Investment,Meeting,2025-10-01,2025-11-12
LEAD-009421,ADV-019,South Africa,Western Cape,Investment,New,2026-05-02,2026-05-26
LEAD-009422,ADV-096,South Africa,Gauteng,Life,Closed Won,2024-12-07,2025-01-09
LEAD-009423,ADV-076,South Africa,Western Cape,Funeral,Contacted,2025-08-16,2025-09-12
LEAD-009424,ADV-058,Lesotho,Maseru,Funeral,Proposal,2025-02-04,2025-03-04
LEAD-009425,ADV-039,South Africa,Gauteng,Funeral,Contacted,2026-05-03,2026-06-04
LEAD-009426,ADV-133,South Africa,Gauteng,Life,New,2025-07-24,2025-07-25
LEAD-009427,ADV-125,Lesotho,Berea,Funeral,Meeting,2026-01-05,2026-02-07
LEAD-009428,ADV-030,Botswana,Francistown,Life,Meeting,2026-04-04,2026-04-10
LEAD-009429,ADV-098,South Africa,Gauteng,Funeral,Proposal,2026-06-03,2026-06-09
LEAD-009430,ADV-152,South Africa,Gauteng,Funeral,Proposal,2025-06-07,2025-07-20
LEAD-009431,ADV-121,South Africa,Gauteng,Health,Proposal,2026-04-21,2026-06-03
LEAD-009432,ADV-020,South Africa,Eastern Cape,Funeral,New,2026-02-03,2026-03-19
LEAD-009433,ADV-066,Botswana,Gaborone,Health,Meeting,2025-04-22,2025-05-27
LEAD-009434,ADV-014,Botswana,Gaborone,Funeral,Meeting,2025-01-02,2025-01-25
LEAD-009435,ADV-061,Lesotho,Berea,Funeral,Closed Lost,2024-06-28,2024-07-10
LEAD-009436,ADV-149,Botswana,Francistown,Funeral,New,2025-01-02,2025-02-06
LEAD-009437,ADV-148,South Africa,Western Cape,Health,Meeting,2025-03-20,2025-04-08
LEAD-009438,ADV-109,South Africa,Gauteng,Health,Proposal,2026-02-22,2026-03-15
LEAD-009439,ADV-067,South Africa,Gauteng,Funeral,Contacted,2024-11-10,2024-11-10
LEAD-009440,ADV-133,South Africa,Gauteng,Life,New,2024-08-16,2024-09-08
LEAD-009441,ADV-158,Botswana,Gaborone,Life,Closed Lost,2025-06-02,2025-06-27
LEAD-009442,ADV-144,South Africa,KwaZulu-Natal,Life,Meeting,2026-06-17,2026-06-20
LEAD-009443,ADV-066,Botswana,Gaborone,Funeral,New,2026-05-23,2026-05-29
LEAD-009444,ADV-039,South Africa,Gauteng,Funeral,Closed Won,2026-05-10,2026-06-15
LEAD-009445,ADV-019,South Africa,Western Cape,Investment,New,2025-11-04,2025-11-20
LEAD-009446,ADV-033,Namibia,Windhoek,Health,Closed Won,2024-07-17,2024-08-29
LEAD-009447,ADV-012,Lesotho,Maseru,Life,Contacted,2025-12-16,2026-01-01
LEAD-009448,ADV-110,South Africa,KwaZulu-Natal,Life,Meeting,2024-07-21,2024-08-28
LEAD-009449,ADV-152,South Africa,Gauteng,Health,Proposal,2025-07-07,2025-08-04
LEAD-009450,ADV-067,South Africa,Gauteng,Funeral,Contacted,2024-07-25,2024-08-22
LEAD-009451,ADV-074,South Africa,Eastern Cape,Funeral,Closed Lost,2024-06-29,2024-07-16
LEAD-009452,ADV-101,South Africa,KwaZulu-Natal,Investment,Contacted,2025-05-30,2025-06-23
LEAD-009453,ADV-137,Lesotho,Maseru,Health,Contacted,2025-03-22,2025-04-17
LEAD-009454,ADV-020,South Africa,Eastern Cape,Health,New,2025-12-11,2026-01-13
LEAD-009455,ADV-079,Lesotho,Maseru,Funeral,Contacted,2025-06-02,2025-07-03
LEAD-009456,ADV-132,Botswana,Francistown,Health,Contacted,2024-08-05,2024-08-07
LEAD-009457,ADV-129,Lesotho,Maseru,Health,Meeting,2024-06-24,2024-08-02
LEAD-009458,ADV-095,South Africa,Western Cape,Funeral,Meeting,2025-11-12,2025-11-13
LEAD-009459,ADV-032,South Africa,KwaZulu-Natal,Life,Contacted,2024-11-20,2024-12-13
LEAD-009460,ADV-050,South Africa,Western Cape,Funeral,Meeting,2026-01-05,2026-02-11
LEAD-009461,ADV-107,Lesotho,Maseru,Funeral,Closed Lost,2024-08-05,2024-09-18
LEAD-009462,ADV-103,Lesotho,Berea,Life,Meeting,2024-10-05,2024-10-16
LEAD-009463,ADV-055,South Africa,KwaZulu-Natal,Funeral,Closed Won,2026-04-12,2026-05-07
LEAD-009464,ADV-027,South Africa,Eastern Cape,Funeral,Contacted,2024-12-28,2025-01-18
LEAD-009465,ADV-097,Lesotho,Maseru,Life,Meeting,2025-06-26,2025-07-13
LEAD-009466,ADV-147,South Africa,Western Cape,Funeral,Meeting,2024-11-17,2024-12-29
LEAD-009467,ADV-087,South Africa,Gauteng,Life,Proposal,2025-12-31,2026-01-23
LEAD-009468,ADV-113,Botswana,Francistown,Investment,Contacted,2025-07-28,2025-08-28
LEAD-009469,ADV-057,Lesotho,Berea,Life,Meeting,2025-09-09,2025-09-21
LEAD-009470,ADV-039,South Africa,Gauteng,Funeral,Proposal,2025-10-06,2025-10-27
LEAD-009471,ADV-029,Botswana,Gaborone,Funeral,Meeting,2026-03-14,2026-04-14
LEAD-009472,ADV-090,Botswana,Francistown,Investment,Proposal,2026-03-21,2026-04-26
LEAD-009473,ADV-139,South Africa,Gauteng,Health,New,2024-07-06,2024-07-13
LEAD-009474,ADV-079,Lesotho,Maseru,Funeral,Proposal,2026-03-22,2026-05-05
LEAD-009475,ADV-143,South Africa,Gauteng,Life,Meeting,2025-07-27,2025-09-06
LEAD-009476,ADV-135,Botswana,Gaborone,Funeral,Contacted,2024-12-29,2025-01-07
LEAD-009477,ADV-095,South Africa,Western Cape,Life,Contacted,2025-12-28,2026-01-28
LEAD-009478,ADV-010,South Africa,Gauteng,Health,Proposal,2025-02-28,2025-03-14
LEAD-009479,ADV-068,Lesotho,Berea,Health,Closed Won,2026-05-26,2026-06-20
LEAD-009480,ADV-148,South Africa,Western Cape,Life,Contacted,2025-09-19,2025-10-28
LEAD-009481,ADV-106,South Africa,KwaZulu-Natal,Life,Contacted,2025-11-13,2025-12-24
LEAD-009482,ADV-148,South Africa,Western Cape,Funeral,Meeting,2026-06-17,2026-06-20
LEAD-009483,ADV-124,Namibia,Windhoek,Health,Contacted,2026-06-03,2026-06-18
LEAD-009484,ADV-101,South Africa,KwaZulu-Natal,Investment,New,2024-09-11,2024-10-15
LEAD-009485,ADV-110,South Africa,KwaZulu-Natal,Funeral,Contacted,2025-05-25,2025-07-04
LEAD-009486,ADV-093,Botswana,Francistown,Health,Contacted,2026-05-29,2026-05-30
LEAD-009487,ADV-122,Namibia,Swakopmund,Funeral,Meeting,2024-11-18,2024-12-26
LEAD-009488,ADV-037,South Africa,Eastern Cape,Health,Closed Won,2025-03-24,2025-03-28
LEAD-009489,ADV-027,South Africa,Eastern Cape,Health,Closed Won,2026-01-31,2026-03-14
LEAD-009490,ADV-052,Lesotho,Berea,Health,Closed Won,2024-09-08,2024-10-14
LEAD-009491,ADV-126,South Africa,Western Cape,Funeral,Meeting,2024-11-19,2024-12-29
LEAD-009492,ADV-110,South Africa,KwaZulu-Natal,Funeral,Closed Lost,2026-05-12,2026-05-25
LEAD-009493,ADV-026,South Africa,Eastern Cape,Health,Closed Won,2025-07-18,2025-08-08
LEAD-009494,ADV-062,Lesotho,Berea,Funeral,Meeting,2025-03-08,2025-03-27
LEAD-009495,ADV-095,South Africa,Western Cape,Health,Closed Won,2025-06-01,2025-06-06
LEAD-009496,ADV-038,South Africa,Eastern Cape,Funeral,Contacted,2025-04-20,2025-05-16
LEAD-009497,ADV-122,Namibia,Swakopmund,Life,Contacted,2025-05-10,2025-06-09
LEAD-009498,ADV-020,South Africa,Eastern Cape,Health,Contacted,2025-10-31,2025-12-14
LEAD-009499,ADV-127,South Africa,Eastern Cape,Health,Contacted,2026-05-22,2026-06-20
LEAD-009500,ADV-045,South Africa,KwaZulu-Natal,Investment,Proposal,2025-12-26,2026-02-03
LEAD-009501,ADV-073,South Africa,KwaZulu-Natal,Life,Contacted,2025-09-23,2025-10-10
LEAD-009502,ADV-043,Botswana,Gaborone,Life,Meeting,2024-12-12,2025-01-05
LEAD-009503,ADV-091,Botswana,Francistown,Funeral,Closed Lost,2026-04-30,2026-05-04
LEAD-009504,ADV-085,Namibia,Swakopmund,Funeral,Proposal,2025-01-14,2025-01-25
LEAD-009505,ADV-049,Namibia,Swakopmund,Funeral,New,2025-02-16,2025-03-01
LEAD-009506,ADV-124,Namibia,Windhoek,Life,Proposal,2024-11-16,2024-12-27
LEAD-009507,ADV-122,Namibia,Swakopmund,Funeral,Closed Lost,2025-02-25,2025-03-17
LEAD-009508,ADV-107,Lesotho,Maseru,Funeral,Closed Won,2025-06-13,2025-07-25
LEAD-009509,ADV-069,South Africa,KwaZulu-Natal,Investment,Meeting,2026-03-28,2026-04-07
LEAD-009510,ADV-144,South Africa,KwaZulu-Natal,Life,Proposal,2025-04-05,2025-04-10
LEAD-009511,ADV-009,Lesotho,Maseru,Funeral,Meeting,2025-01-05,2025-02-03
LEAD-009512,ADV-032,South Africa,KwaZulu-Natal,Life,New,2025-03-15,2025-04-10
LEAD-009513,ADV-090,Botswana,Francistown,Health,Meeting,2024-11-07,2024-12-06
LEAD-009514,ADV-120,Botswana,Francistown,Funeral,Contacted,2026-01-06,2026-02-17
LEAD-009515,ADV-103,Lesotho,Berea,Life,New,2024-10-02,2024-10-16
LEAD-009516,ADV-155,Lesotho,Berea,Funeral,Meeting,2025-03-18,2025-04-18
LEAD-009517,ADV-102,Botswana,Francistown,Life,Contacted,2026-02-21,2026-03-04
LEAD-009518,ADV-078,South Africa,Western Cape,Funeral,Meeting,2024-10-04,2024-10-31
LEAD-009519,ADV-105,South Africa,Western Cape,Health,Closed Won,2025-01-24,2025-01-27
LEAD-009520,ADV-143,South Africa,Gauteng,Life,Proposal,2026-05-27,2026-05-28
LEAD-009521,ADV-014,Botswana,Gaborone,Funeral,New,2026-05-15,2026-05-16
LEAD-009522,ADV-074,South Africa,Eastern Cape,Funeral,New,2026-06-18,2026-06-20
LEAD-009523,ADV-067,South Africa,Gauteng,Funeral,Meeting,2026-01-20,2026-01-31
LEAD-009524,ADV-012,Lesotho,Maseru,Investment,New,2025-08-03,2025-08-13
LEAD-009525,ADV-081,Namibia,Windhoek,Funeral,Closed Won,2025-08-27,2025-10-05
LEAD-009526,ADV-139,South Africa,Gauteng,Investment,New,2025-12-04,2025-12-20
LEAD-009527,ADV-138,South Africa,Eastern Cape,Life,Closed Won,2026-03-03,2026-04-12
LEAD-009528,ADV-091,Botswana,Francistown,Funeral,Contacted,2026-02-07,2026-03-07
LEAD-009529,ADV-035,South Africa,Gauteng,Funeral,Closed Won,2024-12-17,2024-12-19
LEAD-009530,ADV-059,South Africa,Eastern Cape,Funeral,Contacted,2025-08-17,2025-09-30
LEAD-009531,ADV-096,South Africa,Gauteng,Life,Meeting,2025-12-03,2026-01-03
LEAD-009532,ADV-143,South Africa,Gauteng,Funeral,Closed Lost,2025-09-23,2025-10-25
LEAD-009533,ADV-033,Namibia,Windhoek,Funeral,Closed Won,2024-10-20,2024-11-17
LEAD-009534,ADV-150,Namibia,Windhoek,Funeral,Contacted,2025-05-30,2025-07-08
LEAD-009535,ADV-080,South Africa,Western Cape,Health,Closed Won,2025-12-06,2026-01-15
LEAD-009536,ADV-111,South Africa,Gauteng,Funeral,Closed Lost,2025-12-26,2026-01-12
LEAD-009537,ADV-138,South Africa,Eastern Cape,Health,Closed Won,2025-10-26,2025-11-19
LEAD-009538,ADV-110,South Africa,KwaZulu-Natal,Funeral,Meeting,2026-01-19,2026-02-11
LEAD-009539,ADV-118,Lesotho,Maseru,Life,New,2026-03-06,2026-03-29
LEAD-009540,ADV-040,South Africa,Eastern Cape,Health,Closed Won,2026-03-25,2026-04-24
LEAD-009541,ADV-014,Botswana,Gaborone,Funeral,New,2025-07-18,2025-08-15
LEAD-009542,ADV-144,South Africa,KwaZulu-Natal,Funeral,Meeting,2025-01-20,2025-03-04
LEAD-009543,ADV-035,South Africa,Gauteng,Funeral,Meeting,2024-08-10,2024-09-22
LEAD-009544,ADV-055,South Africa,KwaZulu-Natal,Health,Contacted,2026-02-08,2026-02-18
LEAD-009545,ADV-047,Lesotho,Maseru,Funeral,Meeting,2025-04-12,2025-05-08
LEAD-009546,ADV-048,South Africa,KwaZulu-Natal,Health,Closed Won,2025-07-28,2025-08-01
LEAD-009547,ADV-099,South Africa,Western Cape,Funeral,Meeting,2024-12-06,2024-12-08
LEAD-009548,ADV-123,Namibia,Windhoek,Health,Closed Lost,2025-11-09,2025-12-11
LEAD-009549,ADV-110,South Africa,KwaZulu-Natal,Health,Closed Lost,2024-07-11,2024-07-22
LEAD-009550,ADV-009,Lesotho,Maseru,Investment,New,2025-06-07,2025-06-09
LEAD-009551,ADV-070,Lesotho,Maseru,Funeral,Contacted,2025-05-31,2025-06-12
LEAD-009552,ADV-067,South Africa,Gauteng,Funeral,Contacted,2025-01-29,2025-02-05
LEAD-009553,ADV-073,South Africa,KwaZulu-Natal,Investment,Contacted,2025-07-19,2025-08-30
LEAD-009554,ADV-064,South Africa,KwaZulu-Natal,Health,Contacted,2026-06-17,2026-06-20
LEAD-009555,ADV-158,Botswana,Gaborone,Life,Contacted,2026-05-06,2026-06-15
LEAD-009556,ADV-042,South Africa,Eastern Cape,Life,New,2025-01-02,2025-01-14
LEAD-009557,ADV-140,Namibia,Swakopmund,Health,Proposal,2024-08-23,2024-08-24
LEAD-009558,ADV-017,Lesotho,Berea,Health,Closed Won,2026-04-17,2026-05-13
LEAD-009559,ADV-030,Botswana,Francistown,Investment,Proposal,2025-09-17,2025-10-24
LEAD-009560,ADV-074,South Africa,Eastern Cape,Investment,Proposal,2026-06-17,2026-06-20
