policy_id,market,product_type,channel,advisor_id,issue_date,premium
POL-007363,Botswana,Funeral,Independent Broker,ADV-077,2025-01-21,61.67
POL-007364,Botswana,Funeral,Independent Broker,ADV-041,2026-01-29,138.54
POL-007365,South Africa,Funeral,Direct Digital,ADV-048,2025-09-03,77.05
POL-007366,Lesotho,Funeral,Bancassurance,ADV-126,2025-03-20,969.37
POL-007367,South Africa,Funeral,Independent Broker,ADV-062,2024-09-05,203.33
POL-007369,South Africa,Funeral,Direct Digital,ADV-072,2026-03-20,131.26
POL-007370,South Africa,Investment,Direct Digital,ADV-158,2026-01-22,58.68
POL-007372,Lesotho,Funeral,Bancassurance,ADV-094,2025-05-20,141.54
POL-007374,South Africa,Funeral,Tied Advisor,ADV-127,2024-06-26,1090.24
POL-007382,Botswana,Funeral,Tied Advisor,ADV-155,2024-08-31,82.44
POL-007391,South Africa,Life,Bancassurance,ADV-005,2024-09-27,166.37
POL-007392,South Africa,Funeral,Direct Digital,ADV-003,2025-09-10,119.41
POL-007395,South Africa,Life,Independent Broker,ADV-069,2025-07-17,497.23
POL-007396,South Africa,Life,Tied Advisor,ADV-150,2025-02-04,66.38
POL-007398,South Africa,Life,Bancassurance,ADV-158,2026-06-12,244.98
POL-007399,South Africa,Life,Independent Broker,ADV-043,2024-09-03,230.97
POL-007400,Namibia,Funeral,Bancassurance,ADV-053,2025-03-20,62.03
POL-007404,South Africa,Health,Tied Advisor,ADV-074,2025-02-15,145.24
POL-007405,South Africa,Funeral,Independent Broker,ADV-018,2025-07-17,81.19
POL-007406,Botswana,Funeral,Tied Advisor,ADV-064,2025-10-08,256.38
POL-007408,Botswana,Health,Tied Advisor,ADV-122,2025-04-23,194.25
POL-007409,South Africa,Funeral,Tied Advisor,ADV-131,2024-11-19,252.14
POL-007411,Namibia,Funeral,Tied Advisor,ADV-159,2025-06-10,75.29
POL-007418,Lesotho,Funeral,Tied Advisor,ADV-061,2025-01-14,435.88
POL-007422,Botswana,Funeral,Bancassurance,ADV-068,2025-01-28,206.34
POL-007424,Botswana,Funeral,Direct Digital,ADV-110,2024-10-18,148.74
POL-007425,South Africa,Life,Bancassurance,ADV-029,2024-11-26,118.5
POL-007429,Botswana,Life,Independent Broker,ADV-019,2025-03-10,436.3
POL-007433,South Africa,Health,Bancassurance,ADV-039,2025-03-06,135.34
POL-007434,Lesotho,Investment,Bancassurance,ADV-053,2026-01-06,1117.67
POL-007435,Namibia,Life,Tied Advisor,ADV-038,2025-11-10,63.81
POL-007442,South Africa,Life,Tied Advisor,ADV-094,2024-07-10,71.25
POL-007444,South Africa,Health,Tied Advisor,ADV-129,2024-07-27,397.74
POL-007445,South Africa,Health,Bancassurance,ADV-103,2025-10-21,242.56
POL-007446,Lesotho,Life,Bancassurance,ADV-032,2026-06-10,61.19
POL-007447,South Africa,Life,Bancassurance,ADV-159,2026-04-29,141.05
POL-007449,South Africa,Funeral,Tied Advisor,ADV-140,2024-09-10,233.05
POL-007452,South Africa,Investment,Tied Advisor,ADV-078,2025-05-13,193.77
POL-007457,Botswana,Funeral,Tied Advisor,ADV-121,2025-03-01,70.06
POL-007458,South Africa,Life,Bancassurance,ADV-152,2026-01-02,140.28
POL-007461,South Africa,Life,Tied Advisor,ADV-031,2025-02-15,61.41
POL-007464,South Africa,Funeral,Tied Advisor,ADV-058,2026-03-21,264.74
POL-007469,South Africa,Funeral,Tied Advisor,ADV-094,2025-04-23,128.05
POL-007471,Botswana,Investment,Independent Broker,ADV-018,2025-03-02,202.75
POL-007473,Namibia,Life,Tied Advisor,ADV-084,2025-06-10,144.46
POL-007475,South Africa,Investment,Tied Advisor,ADV-082,2025-07-18,58.47
POL-007476,South Africa,Health,Tied Advisor,ADV-064,2025-08-15,229.83
POL-007478,South Africa,Life,Independent Broker,ADV-082,2026-05-05,242.91
POL-007479,South Africa,Life,Tied Advisor,ADV-043,2026-03-12,74.81
POL-007480,Namibia,Health,Tied Advisor,ADV-120,2024-12-19,148.34
POL-007482,South Africa,Health,Tied Advisor,ADV-132,2026-02-05,441.94
POL-007483,South Africa,Health,Tied Advisor,ADV-035,2026-04-25,200.85
POL-007487,South Africa,Health,Tied Advisor,ADV-109,2026-02-21,124.09
POL-007491,Namibia,Funeral,Tied Advisor,ADV-075,2026-03-23,216.12
POL-007495,South Africa,Funeral,Direct Digital,ADV-075,2025-07-26,395.47
POL-007496,Botswana,Life,Bancassurance,ADV-137,2026-02-15,78.91
POL-007497,South Africa,Investment,Independent Broker,ADV-123,2024-08-20,446.32
POL-007500,Lesotho,Funeral,Tied Advisor,ADV-154,2025-03-01,2232.66
POL-007503,South Africa,Health,Direct Digital,ADV-106,2025-12-01,156.74
POL-007506,South Africa,Funeral,Independent Broker,ADV-064,2024-11-03,79.22
POL-007513,Namibia,Health,Bancassurance,ADV-059,2026-03-07,2184.6
POL-007514,South Africa,Funeral,Tied Advisor,ADV-006,2024-06-24,76.14
POL-007515,South Africa,Health,Independent Broker,ADV-154,2025-03-23,395.55
POL-007519,Lesotho,Funeral,Independent Broker,ADV-078,2024-12-03,1297.89
POL-007521,South Africa,Life,Independent Broker,ADV-091,2025-10-18,126.39
POL-007523,South Africa,Funeral,Tied Advisor,ADV-019,2024-11-26,116.34
POL-007524,South Africa,Health,Direct Digital,ADV-064,2025-11-17,216.66
POL-007525,Lesotho,Life,Tied Advisor,ADV-150,2024-07-10,207.0
POL-007529,South Africa,Health,Tied Advisor,ADV-022,2026-05-12,234.37
POL-007530,South Africa,Health,Direct Digital,ADV-040,2024-11-06,57.97
POL-007531,South Africa,Investment,Direct Digital,ADV-075,2024-07-19,78.28
POL-007532,Lesotho,Health,Bancassurance,ADV-062,2025-06-25,157.22
POL-007538,South Africa,Health,Independent Broker,ADV-097,2024-08-08,160.45
POL-007541,South Africa,Life,Bancassurance,ADV-089,2025-12-08,397.17
POL-007544,South Africa,Funeral,Tied Advisor,ADV-027,2025-09-08,118.15
POL-007545,South Africa,Health,Tied Advisor,ADV-014,2025-01-11,133.49
POL-007557,South Africa,Health,Direct Digital,ADV-123,2026-01-31,124.94
POL-007563,Botswana,Life,Bancassurance,ADV-132,2025-02-08,222.28
POL-007565,South Africa,Funeral,Bancassurance,ADV-155,2026-01-30,201.45
POL-007566,South Africa,Health,Tied Advisor,ADV-141,2024-08-23,68.03
POL-007567,South Africa,Funeral,Tied Advisor,ADV-050,2026-01-14,134.18
POL-007568,Namibia,Funeral,Bancassurance,ADV-022,2025-02-09,235.0
POL-007569,South Africa,Funeral,Tied Advisor,ADV-130,2026-04-18,81.54
POL-007575,Lesotho,Funeral,Independent Broker,ADV-087,2025-07-04,79.68
POL-007576,Namibia,Funeral,Direct Digital,ADV-085,2026-03-10,69.34
POL-007577,South Africa,Funeral,Tied Advisor,ADV-158,2024-07-29,123.01
POL-007579,South Africa,Health,Independent Broker,ADV-024,2026-05-12,394.46
POL-007581,Namibia,Funeral,Tied Advisor,ADV-023,2025-11-16,249.25
POL-007582,Namibia,Health,Tied Advisor,ADV-026,2024-11-26,252.04
POL-007584,Lesotho,Health,Bancassurance,ADV-136,2025-06-04,120.04
POL-007585,Namibia,Life,Tied Advisor,ADV-019,2024-10-14,270.21
POL-007586,Botswana,Funeral,Tied Advisor,ADV-063,2026-01-08,130.38
POL-007587,Lesotho,Life,Tied Advisor,ADV-030,2024-07-03,124.94
POL-007590,Lesotho,Life,Independent Broker,ADV-146,2026-06-05,147.41
POL-007591,South Africa,Health,Independent Broker,ADV-144,2025-05-14,1024.01
POL-007593,South Africa,Life,Tied Advisor,ADV-068,2024-07-02,116.44
POL-007594,South Africa,Health,Independent Broker,ADV-127,2025-08-07,161.67
POL-007595,South Africa,Life,Independent Broker,ADV-047,2024-12-18,426.94
POL-007598,South Africa,Life,Independent Broker,ADV-146,2026-02-25,132.61
POL-007600,Lesotho,Life,Bancassurance,ADV-031,2025-10-24,138.94
POL-007602,South Africa,Funeral,Bancassurance,ADV-071,2025-04-11,2138.87
POL-007604,Lesotho,Funeral,Direct Digital,ADV-145,2024-06-26,117.79
POL-007607,Botswana,Investment,Tied Advisor,ADV-097,2024-11-14,137.9
POL-007609,South Africa,Life,Bancassurance,ADV-111,2024-09-25,65.99
POL-007612,South Africa,Life,Direct Digital,ADV-075,2025-01-05,271.13
POL-007613,Botswana,Funeral,Tied Advisor,ADV-154,2026-06-12,1157.27
POL-007619,South Africa,Funeral,Tied Advisor,ADV-100,2024-12-04,132.12
POL-007620,South Africa,Health,Direct Digital,ADV-159,2025-05-28,249.42
POL-007621,South Africa,Funeral,Direct Digital,ADV-113,2024-08-14,143.51
POL-007625,Namibia,Investment,Direct Digital,ADV-085,2026-04-16,1977.4
POL-007634,Botswana,Life,Bancassurance,ADV-022,2024-11-30,164.18
POL-007635,Namibia,Health,Independent Broker,ADV-154,2026-01-04,157.05
POL-007637,South Africa,Funeral,Independent Broker,ADV-115,2024-07-26,2484.4
POL-007638,Botswana,Investment,Independent Broker,ADV-114,2026-05-21,68.65
POL-007639,Botswana,Funeral,Independent Broker,ADV-141,2025-04-06,404.0
POL-007641,South Africa,Life,Independent Broker,ADV-004,2025-05-06,239.75
POL-007643,Namibia,Investment,Independent Broker,ADV-003,2026-04-06,138.2
POL-007644,South Africa,Funeral,Direct Digital,ADV-096,2026-02-02,274.69
POL-007646,South Africa,Funeral,Direct Digital,ADV-011,2025-11-23,2028.67
POL-007649,South Africa,Life,Independent Broker,ADV-077,2025-03-18,148.04
POL-007655,Botswana,Life,Tied Advisor,ADV-150,2026-03-24,1961.78
POL-007657,Botswana,Funeral,Tied Advisor,ADV-080,2025-01-10,390.82
POL-007664,Botswana,Funeral,Independent Broker,ADV-056,2025-11-02,144.58
POL-007665,South Africa,Funeral,Tied Advisor,ADV-033,2026-03-21,488.1
POL-007668,Namibia,Health,Tied Advisor,ADV-095,2026-05-27,73.42
POL-007672,Botswana,Health,Direct Digital,ADV-159,2026-05-20,465.76
POL-007673,South Africa,Funeral,Bancassurance,ADV-109,2025-03-11,144.16
POL-007674,Lesotho,Health,Tied Advisor,ADV-024,2025-03-23,229.75
POL-007677,South Africa,Funeral,Bancassurance,ADV-128,2025-06-10,117.93
POL-007682,Botswana,Funeral,Independent Broker,ADV-087,2025-02-10,128.88
POL-007685,Lesotho,Life,Tied Advisor,ADV-011,2025-09-06,1039.85
POL-007686,South Africa,Funeral,Tied Advisor,ADV-143,2025-01-14,61.53
POL-007688,South Africa,Health,Tied Advisor,ADV-147,2025-10-06,2464.45
POL-007689,South Africa,Life,Bancassurance,ADV-067,2026-04-26,473.64
POL-007692,South Africa,Life,Tied Advisor,ADV-016,2024-10-09,68.91
POL-007694,South Africa,Life,Bancassurance,ADV-159,2025-12-10,204.57
POL-007696,South Africa,Life,Direct Digital,ADV-024,2025-03-26,69.57
POL-007701,Namibia,Funeral,Bancassurance,ADV-115,2026-02-25,204.45
POL-007708,South Africa,Life,Independent Broker,ADV-004,2026-03-25,64.55
POL-007709,South Africa,Health,Bancassurance,ADV-103,2024-09-15,216.45
POL-007713,Lesotho,Funeral,Independent Broker,ADV-112,2024-09-12,132.72
POL-007716,South Africa,Health,Independent Broker,ADV-104,2025-12-21,72.48
POL-007721,Botswana,Funeral,Independent Broker,ADV-053,2024-10-25,466.81
POL-007725,South Africa,Health,Bancassurance,ADV-056,2025-08-14,144.09
POL-007727,South Africa,Life,Independent Broker,ADV-118,2024-11-08,213.61
POL-007735,Namibia,Life,Direct Digital,ADV-026,2025-05-12,129.68
POL-007736,Namibia,Life,Tied Advisor,ADV-075,2025-01-26,231.37
POL-007739,Namibia,Funeral,Independent Broker,ADV-094,2024-08-13,264.89
POL-007740,Botswana,Investment,Tied Advisor,ADV-091,2026-06-15,1332.14
POL-007741,Lesotho,Funeral,Tied Advisor,ADV-013,2025-08-26,239.56
POL-007745,Namibia,Life,Direct Digital,ADV-080,2024-10-07,157.69
POL-007746,Lesotho,Health,Tied Advisor,ADV-093,2024-11-01,119.76
POL-007747,South Africa,Investment,Independent Broker,ADV-026,2025-05-20,145.33
POL-007749,South Africa,Funeral,Tied Advisor,ADV-097,2025-08-03,480.11
POL-007754,South Africa,Funeral,Independent Broker,ADV-091,2026-04-19,62.24
POL-007755,South Africa,Life,Tied Advisor,ADV-129,2024-10-06,121.15
POL-007765,Botswana,Life,Independent Broker,ADV-043,2025-12-08,141.44
POL-007766,South Africa,Life,Tied Advisor,ADV-104,2025-08-22,58.38
POL-007768,South Africa,Funeral,Direct Digital,ADV-111,2026-03-24,81.83
POL-007770,South Africa,Funeral,Independent Broker,ADV-094,2026-03-03,138.02
POL-007773,South Africa,Health,Tied Advisor,ADV-058,2025-06-02,145.11
POL-007775,Botswana,Funeral,Tied Advisor,ADV-109,2024-06-22,60.08
POL-007781,South Africa,Life,Bancassurance,ADV-001,2026-03-09,139.8
POL-007786,South Africa,Funeral,Tied Advisor,ADV-003,2025-09-18,142.44
POL-007788,Botswana,Life,Independent Broker,ADV-155,2025-06-17,69.67
POL-007790,South Africa,Life,Tied Advisor,ADV-142,2026-02-05,58.05
POL-007791,Botswana,Health,Tied Advisor,ADV-157,2024-08-11,267.73
POL-007794,Lesotho,Funeral,Independent Broker,ADV-114,2025-10-26,124.07
POL-007805,Lesotho,Life,Tied Advisor,ADV-023,2025-05-12,1978.52
POL-007806,South Africa,Funeral,Tied Advisor,ADV-086,2025-05-24,2746.77
POL-007809,Lesotho,Investment,Tied Advisor,ADV-024,2024-08-31,223.67
POL-007810,South Africa,Funeral,Tied Advisor,ADV-027,2026-01-26,62.71
POL-007814,South Africa,Funeral,Independent Broker,ADV-135,2025-01-25,482.28
POL-007815,Lesotho,Health,Tied Advisor,ADV-153,2026-02-24,2059.96
POL-007816,South Africa,Health,Direct Digital,ADV-064,2026-02-10,406.36
POL-007817,Botswana,Funeral,Tied Advisor,ADV-046,2024-12-01,531.7
POL-007820,Namibia,Investment,Bancassurance,ADV-117,2025-11-10,71.88
POL-007822,South Africa,Life,Direct Digital,ADV-028,2024-12-04,164.53
POL-007823,South Africa,Life,Tied Advisor,ADV-032,2025-02-21,414.75
POL-007826,South Africa,Health,Tied Advisor,ADV-053,2024-10-27,163.18
POL-007828,South Africa,Health,Independent Broker,ADV-147,2024-09-30,61.01
POL-007837,South Africa,Life,Direct Digital,ADV-057,2025-09-21,222.75
POL-007838,South Africa,Life,Bancassurance,ADV-108,2026-05-26,62.83
POL-007839,Botswana,Health,Bancassurance,ADV-054,2025-08-25,257.97
POL-007840,Lesotho,Funeral,Independent Broker,ADV-088,2026-03-02,245.16
POL-007841,South Africa,Health,Direct Digital,ADV-054,2026-02-05,553.37
POL-007842,Namibia,Funeral,Independent Broker,ADV-135,2024-11-21,194.53
POL-007845,Botswana,Health,Bancassurance,ADV-043,2025-02-23,405.55
POL-007851,Namibia,Funeral,Tied Advisor,ADV-124,2025-07-14,58.81
POL-007852,South Africa,Life,Independent Broker,ADV-125,2025-05-22,67.43
POL-007855,South Africa,Funeral,Independent Broker,ADV-026,2025-12-24,160.66
POL-007857,Namibia,Health,Tied Advisor,ADV-076,2026-04-01,60.27
POL-007860,Namibia,Funeral,Bancassurance,ADV-122,2026-01-23,82.97
POL-007861,South Africa,Funeral,Tied Advisor,ADV-024,2025-01-17,1936.15
POL-007863,South Africa,Health,Independent Broker,ADV-119,2025-12-04,2395.82
POL-007865,Namibia,Life,Bancassurance,ADV-076,2025-06-06,397.8
POL-007871,Namibia,Life,Bancassurance,ADV-050,2025-07-06,130.1
POL-007872,South Africa,Life,Tied Advisor,ADV-040,2024-08-07,265.5
POL-007878,Namibia,Funeral,Direct Digital,ADV-008,2026-04-25,140.36
POL-007880,South Africa,Investment,Direct Digital,ADV-021,2025-01-13,203.83
POL-007882,South Africa,Life,Direct Digital,ADV-040,2025-11-17,1212.85
POL-007883,Botswana,Funeral,Direct Digital,ADV-123,2025-07-15,1050.57
POL-007885,Lesotho,Funeral,Direct Digital,ADV-127,2024-12-03,61.01
POL-007886,South Africa,Funeral,Direct Digital,ADV-044,2026-02-16,1212.01
POL-007887,South Africa,Health,Direct Digital,ADV-103,2025-12-27,125.42
POL-007888,Lesotho,Health,Independent Broker,ADV-031,2025-01-27,125.51
POL-007889,Botswana,Health,Independent Broker,ADV-142,2025-02-11,250.8
POL-007895,South Africa,Funeral,Tied Advisor,ADV-154,2026-01-13,79.57
POL-007896,South Africa,Funeral,Tied Advisor,ADV-114,2025-08-29,1955.1
POL-007899,South Africa,Health,Tied Advisor,ADV-101,2025-03-08,62.49
POL-007900,Lesotho,Funeral,Independent Broker,ADV-072,2024-11-09,1078.14
POL-007901,Lesotho,Life,Tied Advisor,ADV-034,2025-11-24,129.93
POL-007902,Botswana,Life,Bancassurance,ADV-101,2025-02-13,1989.22
POL-007903,Lesotho,Life,Independent Broker,ADV-070,2024-12-04,64.29
POL-007904,South Africa,Life,Bancassurance,ADV-157,2025-05-06,128.5
POL-007905,Namibia,Funeral,Bancassurance,ADV-005,2025-12-08,69.27
POL-007908,South Africa,Investment,Bancassurance,ADV-129,2026-01-06,143.73
POL-007912,Botswana,Health,Tied Advisor,ADV-061,2025-08-24,257.01
POL-007913,Namibia,Health,Tied Advisor,ADV-150,2026-01-19,422.47
POL-007919,Lesotho,Funeral,Tied Advisor,ADV-098,2025-03-20,266.64
POL-007920,South Africa,Investment,Tied Advisor,ADV-071,2025-06-19,117.77
POL-007922,South Africa,Life,Bancassurance,ADV-119,2024-07-16,1017.08
POL-007928,Namibia,Health,Independent Broker,ADV-083,2024-11-25,117.71
POL-007931,South Africa,Health,Independent Broker,ADV-128,2025-01-27,139.99
POL-007934,Namibia,Funeral,Independent Broker,ADV-066,2025-03-19,228.52
POL-007939,South Africa,Funeral,Bancassurance,ADV-154,2024-09-22,405.76
POL-007944,South Africa,Health,Bancassurance,ADV-153,2024-06-22,122.63
POL-007947,Lesotho,Funeral,Tied Advisor,ADV-051,2025-05-24,541.09
POL-007951,South Africa,Funeral,Tied Advisor,ADV-096,2025-03-11,207.86
POL-007958,South Africa,Investment,Independent Broker,ADV-121,2024-09-06,124.27
POL-007961,Botswana,Funeral,Bancassurance,ADV-041,2024-09-21,195.31
POL-007962,South Africa,Health,Bancassurance,ADV-100,2026-04-06,126.74
POL-007963,South Africa,Funeral,Tied Advisor,ADV-073,2025-10-04,82.67
POL-007964,South Africa,Investment,Independent Broker,ADV-066,2026-06-08,156.19
POL-007968,South Africa,Health,Bancassurance,ADV-092,2024-11-14,1160.36
POL-007970,South Africa,Funeral,Tied Advisor,ADV-102,2024-08-23,204.62
POL-007973,South Africa,Investment,Independent Broker,ADV-039,2024-12-01,213.19
POL-007976,Botswana,Funeral,Independent Broker,ADV-033,2026-05-15,389.69
POL-007979,Namibia,Investment,Bancassurance,ADV-105,2025-01-10,206.18
POL-007983,South Africa,Funeral,Tied Advisor,ADV-138,2026-01-30,249.29
POL-007985,Lesotho,Life,Tied Advisor,ADV-031,2025-06-03,2194.9
POL-007987,South Africa,Health,Tied Advisor,ADV-149,2025-06-29,61.01
POL-007988,South Africa,Life,Direct Digital,ADV-155,2026-01-20,67.32
POL-007995,Lesotho,Funeral,Independent Broker,ADV-046,2025-08-01,540.06
POL-007996,Namibia,Funeral,Independent Broker,ADV-128,2025-03-22,202.7
POL-008002,South Africa,Funeral,Tied Advisor,ADV-047,2025-06-05,62.73
POL-008004,Namibia,Health,Tied Advisor,ADV-020,2026-05-11,146.74
POL-008005,Lesotho,Funeral,Tied Advisor,ADV-031,2026-02-16,156.26
POL-008008,South Africa,Life,Tied Advisor,ADV-002,2025-07-11,199.09
POL-008009,Namibia,Health,Bancassurance,ADV-063,2025-09-07,73.99
POL-008017,South Africa,Health,Bancassurance,ADV-122,2024-11-26,1145.63
POL-008018,South Africa,Health,Bancassurance,ADV-100,2025-12-17,389.53
POL-008021,South Africa,Health,Tied Advisor,ADV-101,2024-12-24,130.27
POL-008022,Lesotho,Investment,Bancassurance,ADV-047,2024-07-15,1272.19
POL-008027,Botswana,Life,Bancassurance,ADV-143,2024-07-09,121.12
POL-008028,South Africa,Health,Direct Digital,ADV-021,2026-02-27,272.17
POL-008029,Lesotho,Health,Direct Digital,ADV-125,2025-06-15,126.36
POL-008030,South Africa,Life,Tied Advisor,ADV-138,2025-08-28,130.85
POL-008035,South Africa,Life,Bancassurance,ADV-013,2026-05-15,77.5
POL-008037,South Africa,Funeral,Tied Advisor,ADV-110,2026-06-01,59.06
POL-008038,South Africa,Funeral,Tied Advisor,ADV-088,2026-05-05,154.63
POL-008039,Namibia,Funeral,Independent Broker,ADV-028,2026-03-02,441.96
POL-008041,South Africa,Health,Independent Broker,ADV-104,2026-03-28,71.39
POL-008044,South Africa,Funeral,Independent Broker,ADV-141,2024-11-19,116.29
POL-008046,Botswana,Funeral,Independent Broker,ADV-074,2026-02-26,66.5
POL-008050,South Africa,Life,Independent Broker,ADV-049,2025-05-03,532.64
POL-008054,South Africa,Funeral,Independent Broker,ADV-151,2024-11-12,502.53
POL-008058,South Africa,Funeral,Independent Broker,ADV-082,2025-10-16,62.93
POL-008060,South Africa,Life,Tied Advisor,ADV-120,2025-01-01,132.2
POL-008062,South Africa,Health,Bancassurance,ADV-026,2026-03-30,236.06
POL-008063,Botswana,Funeral,Independent Broker,ADV-086,2024-07-02,216.29
POL-008066,South Africa,Life,Tied Advisor,ADV-105,2025-11-26,115.99
POL-008071,Lesotho,Life,Direct Digital,ADV-085,2026-05-20,149.49
POL-008074,South Africa,Funeral,Tied Advisor,ADV-052,2025-07-15,61.75
POL-008075,Lesotho,Health,Tied Advisor,ADV-020,2024-12-16,1083.29
POL-008080,South Africa,Funeral,Independent Broker,ADV-151,2024-09-20,57.95
POL-008082,South Africa,Health,Independent Broker,ADV-006,2025-05-04,397.65
POL-008083,Lesotho,Investment,Tied Advisor,ADV-080,2024-10-04,119.8
POL-008086,South Africa,Funeral,Tied Advisor,ADV-079,2024-07-25,59.33
POL-008087,South Africa,Life,Independent Broker,ADV-102,2024-12-16,77.52
POL-008090,Botswana,Life,Direct Digital,ADV-078,2024-07-15,493.51
POL-008094,South Africa,Life,Tied Advisor,ADV-135,2025-05-07,209.34
POL-008096,Botswana,Funeral,Tied Advisor,ADV-044,2025-07-08,1167.18
POL-008097,Namibia,Life,Independent Broker,ADV-049,2024-08-24,76.12
POL-008101,Botswana,Funeral,Tied Advisor,ADV-130,2024-09-22,262.62
POL-008103,Namibia,Health,Bancassurance,ADV-028,2025-05-20,57.87
POL-008104,South Africa,Funeral,Tied Advisor,ADV-057,2025-08-31,61.26
POL-008105,South Africa,Life,Direct Digital,ADV-104,2026-01-20,166.08
POL-008106,Botswana,Health,Independent Broker,ADV-082,2026-01-18,61.03
POL-008107,Lesotho,Life,Independent Broker,ADV-097,2025-04-11,274.12
POL-008110,Botswana,Life,Tied Advisor,ADV-073,2026-03-04,68.38
POL-008111,Botswana,Funeral,Independent Broker,ADV-122,2026-04-14,201.96
POL-008113,South Africa,Life,Direct Digital,ADV-023,2024-09-15,238.33
POL-008114,Botswana,Funeral,Independent Broker,ADV-096,2026-01-22,458.89
POL-008115,South Africa,Life,Tied Advisor,ADV-153,2025-09-14,516.45
POL-008116,Botswana,Funeral,Tied Advisor,ADV-069,2026-02-22,195.2
POL-008120,Namibia,Funeral,Tied Advisor,ADV-001,2026-03-21,76.17
POL-008121,Botswana,Health,Tied Advisor,ADV-010,2026-05-19,2570.26
POL-008123,Botswana,Funeral,Independent Broker,ADV-018,2025-09-23,268.64
POL-008125,Namibia,Investment,Direct Digital,ADV-113,2024-06-26,230.98
POL-008126,Lesotho,Funeral,Independent Broker,ADV-099,2025-07-08,73.63
POL-008127,South Africa,Funeral,Tied Advisor,ADV-094,2025-11-25,120.19
POL-008133,Namibia,Health,Independent Broker,ADV-070,2026-03-18,500.34
POL-008134,South Africa,Life,Tied Advisor,ADV-075,2024-07-29,548.8
POL-008136,Lesotho,Funeral,Independent Broker,ADV-032,2025-01-04,124.73
POL-008137,South Africa,Funeral,Independent Broker,ADV-029,2026-03-01,120.59
POL-008138,Botswana,Health,Tied Advisor,ADV-020,2025-08-27,246.52
POL-008139,South Africa,Health,Tied Advisor,ADV-100,2025-09-29,75.54
POL-008140,South Africa,Life,Direct Digital,ADV-005,2025-12-19,121.46
POL-008141,Lesotho,Health,Direct Digital,ADV-127,2025-03-22,153.3
POL-008142,South Africa,Funeral,Tied Advisor,ADV-118,2025-11-03,239.16
POL-008143,South Africa,Life,Direct Digital,ADV-114,2025-06-14,142.55
POL-008144,South Africa,Life,Bancassurance,ADV-075,2024-11-16,70.86
POL-008146,Namibia,Life,Direct Digital,ADV-151,2026-01-15,121.21
POL-008149,South Africa,Life,Bancassurance,ADV-042,2025-01-28,64.94
POL-008150,South Africa,Health,Tied Advisor,ADV-040,2025-02-03,204.68
POL-008151,South Africa,Health,Independent Broker,ADV-076,2025-11-18,132.18
POL-008153,South Africa,Funeral,Independent Broker,ADV-036,2025-05-28,554.25
POL-008155,South Africa,Funeral,Independent Broker,ADV-062,2024-07-05,444.49
POL-008160,South Africa,Health,Tied Advisor,ADV-026,2026-04-18,204.15
POL-008164,Botswana,Life,Independent Broker,ADV-092,2025-12-31,211.59
POL-008165,South Africa,Funeral,Independent Broker,ADV-007,2025-05-20,124.67
POL-008168,Botswana,Health,Tied Advisor,ADV-044,2024-12-18,229.24
POL-008171,South Africa,Funeral,Direct Digital,ADV-081,2024-10-08,986.11
POL-008172,Namibia,Life,Tied Advisor,ADV-023,2026-03-21,525.78
POL-008176,South Africa,Health,Independent Broker,ADV-111,2024-12-14,229.66
POL-008177,South Africa,Health,Bancassurance,ADV-002,2024-10-03,2565.19
POL-008178,Lesotho,Funeral,Direct Digital,ADV-018,2026-03-21,78.1
POL-008180,Lesotho,Life,Independent Broker,ADV-058,2025-05-29,448.85
POL-008181,Namibia,Funeral,Tied Advisor,ADV-049,2025-05-02,65.12
POL-008182,South Africa,Health,Tied Advisor,ADV-028,2025-08-09,60.51
POL-008183,South Africa,Life,Direct Digital,ADV-043,2025-12-23,142.89
POL-008191,South Africa,Funeral,Independent Broker,ADV-051,2025-04-04,447.4
POL-008193,Namibia,Health,Tied Advisor,ADV-001,2025-03-22,967.36
POL-008194,South Africa,Health,Tied Advisor,ADV-119,2025-05-12,65.82
POL-008196,Botswana,Health,Tied Advisor,ADV-080,2026-03-26,1174.58
POL-008197,Botswana,Funeral,Direct Digital,ADV-094,2025-01-31,79.9
POL-008198,Botswana,Funeral,Bancassurance,ADV-042,2024-12-20,72.52
POL-008199,Botswana,Life,Tied Advisor,ADV-126,2025-04-20,73.73
POL-008200,South Africa,Life,Independent Broker,ADV-133,2025-07-08,129.59
POL-008203,Botswana,Life,Tied Advisor,ADV-013,2024-07-08,60.53
POL-008206,Botswana,Funeral,Direct Digital,ADV-008,2025-01-26,423.89
POL-008212,South Africa,Health,Tied Advisor,ADV-029,2025-12-20,62.86
POL-008215,South Africa,Health,Tied Advisor,ADV-016,2025-06-09,154.38
POL-008219,South Africa,Life,Tied Advisor,ADV-028,2025-09-09,77.72
POL-008220,South Africa,Life,Bancassurance,ADV-097,2024-12-21,130.37
POL-008223,South Africa,Funeral,Tied Advisor,ADV-091,2025-08-26,60.65
POL-008224,Namibia,Investment,Bancassurance,ADV-103,2024-08-30,420.38
POL-008228,Lesotho,Investment,Independent Broker,ADV-131,2025-05-28,1957.59
POL-008230,Lesotho,Funeral,Tied Advisor,ADV-050,2025-11-30,2528.82
POL-008234,Namibia,Funeral,Tied Advisor,ADV-019,2025-06-05,166.54
POL-008241,Namibia,Life,Tied Advisor,ADV-124,2024-07-23,1291.93
POL-008244,Lesotho,Health,Tied Advisor,ADV-007,2026-05-27,69.07
