claim_id,fraud_risk_score,layer1a_verdict,layer1b_verdict,final_tier,flagged_date
CLM-003822,71.9,Red,Clear,Red,2025-04-04
CLM-003823,1.0,Green,Confirmed,Green,2026-02-15
CLM-003824,21.8,Green,Clear,Green,2025-09-14
CLM-003825,80.9,Red,Clear,Red,2025-10-17
CLM-003826,19.6,Amber,Clear,Green,2024-11-22
CLM-003827,46.8,Amber,Clear,Amber,2025-07-16
CLM-003828,24.7,Amber,Clear,Green,2026-02-01
CLM-003829,24.7,Green,Clear,Green,2024-11-02
CLM-003830,16.3,Green,Clear,Green,2026-06-02
CLM-003831,20.8,Green,Clear,Green,2025-02-22
CLM-003832,30.5,Amber,Clear,Amber,2024-09-15
CLM-003833,29.9,Green,Clear,Green,2025-02-23
CLM-003834,47.7,Amber,Suspected,Amber,2025-11-29
CLM-003835,25.3,Green,Clear,Green,2025-08-25
CLM-003836,6.0,Green,Clear,Green,2026-04-14
CLM-003837,42.9,Amber,Suspected,Amber,2025-12-23
CLM-003838,27.3,Amber,Clear,Green,2024-12-12
CLM-003839,25.4,Green,Clear,Green,2025-09-27
CLM-003840,21.8,Green,Clear,Green,2025-10-06
CLM-003841,51.4,Amber,Clear,Amber,2025-07-20
CLM-003842,19.3,Green,Clear,Green,2025-11-18
CLM-003843,21.0,Green,Clear,Green,2026-04-13
CLM-003844,26.1,Green,Clear,Green,2025-05-05
CLM-003845,12.8,Green,Clear,Green,2025-03-27
CLM-003846,25.3,Amber,Clear,Green,2025-09-10
CLM-003847,36.3,Amber,Clear,Amber,2026-06-20
CLM-003848,32.4,Green,Clear,Amber,2025-11-12
CLM-003849,29.9,Amber,Clear,Green,2026-06-02
CLM-003850,41.3,Amber,Clear,Amber,2024-12-10
CLM-003851,19.9,Green,Clear,Green,2025-07-31
CLM-003852,31.4,Green,Clear,Amber,2025-08-11
CLM-003853,50.3,Amber,Clear,Amber,2026-01-27
CLM-003854,9.9,Green,Clear,Green,2025-06-30
CLM-003855,6.6,Green,Suspected,Green,2025-03-14
CLM-003856,90.7,Red,Clear,Red,2025-12-05
CLM-003857,42.4,Amber,Suspected,Amber,2025-05-16
CLM-003858,44.0,Amber,Clear,Amber,2025-01-03
CLM-003859,15.0,Green,Clear,Green,2026-03-11
CLM-003860,26.1,Green,Clear,Green,2024-09-11
CLM-003861,18.4,Green,Clear,Green,2025-12-16
CLM-003862,72.3,Red,Clear,Red,2024-11-14
CLM-003863,57.4,Amber,Clear,Amber,2024-07-03
CLM-003864,36.3,Amber,Clear,Amber,2026-03-31
CLM-003865,14.2,Green,Clear,Green,2026-05-12
CLM-003866,100.0,Red,Clear,Red,2024-07-15
CLM-003867,30.5,Amber,Clear,Amber,2024-10-07
CLM-003868,39.5,Amber,Suspected,Amber,2025-01-04
CLM-003869,14.6,Green,Clear,Green,2026-03-08
CLM-003870,30.8,Green,Clear,Amber,2024-07-20
CLM-003871,12.7,Green,Clear,Green,2026-02-03
CLM-003872,100.0,Red,Clear,Red,2026-01-22
CLM-003873,42.6,Amber,Clear,Amber,2025-05-07
CLM-003874,100.0,Red,Clear,Red,2025-12-13
CLM-003875,29.2,Amber,Clear,Green,2025-01-10
CLM-003876,26.3,Green,Clear,Green,2024-09-13
CLM-003877,38.6,Amber,Clear,Amber,2025-10-31
CLM-003878,32.4,Amber,Clear,Amber,2025-06-13
CLM-003879,12.5,Green,Clear,Green,2025-02-06
CLM-003880,4.9,Green,Clear,Green,2024-08-07
CLM-003881,38.1,Amber,Clear,Amber,2026-06-20
CLM-003882,49.7,Amber,Clear,Amber,2025-06-24
CLM-003883,33.1,Green,Suspected,Amber,2025-12-14
CLM-003884,24.2,Green,Clear,Green,2024-07-11
CLM-003885,28.2,Green,Suspected,Green,2024-10-16
CLM-003886,24.1,Amber,Clear,Green,2025-11-26
CLM-003887,25.7,Amber,Clear,Green,2025-07-01
CLM-003888,48.3,Amber,Clear,Amber,2026-02-20
CLM-003889,7.9,Green,Suspected,Green,2026-03-15
CLM-003890,68.3,Amber,Clear,Amber,2025-12-31
CLM-003891,18.2,Green,Suspected,Green,2026-05-19
CLM-003892,28.2,Green,Clear,Green,2024-07-11
CLM-003893,65.6,Amber,Clear,Amber,2024-08-25
CLM-003894,5.0,Green,Clear,Green,2024-12-17
CLM-003895,23.9,Green,Clear,Green,2024-09-17
CLM-003896,61.0,Amber,Clear,Amber,2025-11-24
CLM-003897,52.3,Amber,Clear,Amber,2026-04-18
CLM-003898,31.9,Amber,Suspected,Amber,2025-08-10
CLM-003899,30.1,Green,Confirmed,Amber,2026-04-12
CLM-003900,21.4,Green,Clear,Green,2025-05-24
CLM-003901,20.4,Green,Clear,Green,2025-06-28
CLM-003902,100.0,Red,Clear,Red,2025-11-18
CLM-003903,33.4,Amber,Clear,Amber,2026-06-15
CLM-003904,44.5,Amber,Clear,Amber,2025-02-22
CLM-003905,35.7,Amber,Clear,Amber,2024-10-19
CLM-003906,34.6,Green,Clear,Amber,2026-05-12
CLM-003907,39.0,Amber,Clear,Amber,2025-08-12
CLM-003908,43.6,Amber,Confirmed,Amber,2025-12-21
CLM-003909,33.0,Amber,Clear,Amber,2024-11-02
CLM-003910,12.0,Green,Clear,Green,2025-10-09
CLM-003911,24.9,Green,Clear,Green,2026-03-19
CLM-003912,24.0,Green,Clear,Green,2025-10-27
CLM-003913,11.9,Green,Confirmed,Green,2024-09-25
CLM-003914,54.3,Amber,Clear,Amber,2026-01-30
CLM-003915,42.7,Amber,Clear,Amber,2025-10-01
CLM-003916,1.0,Green,Clear,Green,2025-07-03
CLM-003917,33.1,Amber,Clear,Amber,2025-06-28
CLM-003918,71.1,Amber,Clear,Red,2026-03-17
CLM-003919,56.0,Amber,Clear,Amber,2025-09-22
CLM-003920,40.2,Amber,Clear,Amber,2026-03-10
CLM-003921,14.7,Green,Clear,Green,2025-10-28
CLM-003922,65.8,Amber,Clear,Amber,2026-03-02
CLM-003923,20.0,Green,Clear,Green,2025-05-14
CLM-003924,34.3,Amber,Clear,Amber,2025-10-10
CLM-003925,39.1,Amber,Clear,Amber,2024-10-12
CLM-003926,24.8,Green,Clear,Green,2025-10-11
CLM-003927,11.0,Green,Clear,Green,2025-11-30
CLM-003928,1.0,Green,Clear,Green,2025-09-14
CLM-003929,10.7,Green,Clear,Green,2025-03-19
CLM-003930,4.6,Green,Clear,Green,2025-12-11
CLM-003931,16.7,Green,Clear,Green,2026-02-24
CLM-003932,7.7,Green,Clear,Green,2025-04-16
CLM-003933,18.5,Green,Suspected,Green,2024-08-01
CLM-003934,36.6,Amber,Clear,Amber,2025-07-15
CLM-003935,46.5,Amber,Clear,Amber,2025-09-10
CLM-003936,52.2,Amber,Clear,Amber,2025-10-25
CLM-003937,2.4,Green,Clear,Green,2024-11-22
CLM-003938,26.8,Green,Clear,Green,2025-04-25
CLM-003939,30.6,Green,Clear,Amber,2025-12-02
CLM-003940,35.5,Amber,Clear,Amber,2024-09-05
CLM-003941,7.5,Green,Clear,Green,2025-03-20
CLM-003942,81.6,Red,Clear,Red,2025-04-22
CLM-003943,22.3,Green,Clear,Green,2025-03-09
CLM-003944,7.5,Green,Clear,Green,2025-08-11
CLM-003945,39.9,Amber,Clear,Amber,2025-01-10
CLM-003946,16.1,Green,Clear,Green,2024-10-11
CLM-003947,23.2,Amber,Clear,Green,2025-07-24
CLM-003948,31.7,Amber,Clear,Amber,2025-12-14
CLM-003949,66.5,Red,Clear,Amber,2024-12-09
CLM-003950,45.5,Amber,Clear,Amber,2025-02-10
CLM-003951,12.5,Green,Clear,Green,2024-10-18
CLM-003952,10.3,Green,Clear,Green,2026-02-21
CLM-003953,26.9,Green,Clear,Green,2026-01-13
CLM-003954,5.6,Green,Clear,Green,2024-12-30
CLM-003955,41.0,Amber,Clear,Amber,2025-03-28
CLM-003956,27.9,Green,Clear,Green,2026-01-21
CLM-003957,87.7,Red,Clear,Red,2024-10-26
CLM-003958,22.5,Green,Clear,Green,2025-05-21
CLM-003959,41.8,Amber,Clear,Amber,2025-12-04
CLM-003960,33.0,Amber,Clear,Amber,2025-04-22
CLM-003961,57.4,Amber,Clear,Amber,2026-06-03
CLM-003962,31.0,Amber,Suspected,Amber,2026-03-08
CLM-003963,32.7,Green,Clear,Amber,2024-08-22
CLM-003964,36.8,Amber,Clear,Amber,2025-12-18
CLM-003965,13.3,Green,Clear,Green,2026-05-16
CLM-003966,42.4,Amber,Clear,Amber,2024-07-08
CLM-003967,16.8,Green,Clear,Green,2025-06-12
CLM-003968,28.2,Green,Clear,Green,2026-04-19
CLM-003969,25.5,Green,Clear,Green,2025-03-27
CLM-003970,25.0,Amber,Clear,Green,2025-06-27
CLM-003971,54.4,Amber,Clear,Amber,2025-02-22
CLM-003972,2.9,Green,Suspected,Green,2025-05-29
CLM-003973,41.2,Amber,Clear,Amber,2025-12-13
CLM-003974,17.1,Green,Clear,Green,2026-05-24
CLM-003975,27.5,Green,Clear,Green,2026-05-14
CLM-003976,28.9,Green,Clear,Green,2025-11-27
CLM-003977,20.0,Green,Clear,Green,2025-08-19
CLM-003978,34.1,Amber,Clear,Amber,2026-04-12
CLM-003979,38.6,Amber,Clear,Amber,2024-10-04
CLM-003980,26.0,Green,Clear,Green,2025-06-19
CLM-003981,43.1,Amber,Clear,Amber,2026-02-18
CLM-003982,32.1,Amber,Clear,Amber,2025-08-02
CLM-003983,13.4,Green,Clear,Green,2024-08-12
CLM-003984,12.8,Green,Clear,Green,2024-11-27
CLM-003985,41.0,Amber,Suspected,Amber,2025-06-05
CLM-003986,49.5,Amber,Clear,Amber,2026-04-05
CLM-003987,100.0,Red,Clear,Red,2024-06-27
CLM-003988,25.8,Green,Clear,Green,2024-08-13
CLM-003989,12.1,Green,Clear,Green,2025-12-24
CLM-003990,18.6,Green,Clear,Green,2025-04-16
CLM-003991,46.4,Amber,Clear,Amber,2025-06-17
CLM-003992,38.8,Amber,Clear,Amber,2026-03-12
CLM-003993,18.4,Green,Clear,Green,2025-06-08
CLM-003994,39.8,Amber,Clear,Amber,2024-11-26
CLM-003995,27.3,Green,Clear,Green,2024-07-03
CLM-003996,78.5,Red,Clear,Red,2025-01-21
CLM-003997,14.3,Green,Clear,Green,2025-05-10
CLM-003998,91.9,Red,Clear,Red,2025-01-17
CLM-003999,8.4,Green,Suspected,Green,2025-07-21
CLM-004000,11.2,Green,Clear,Green,2025-03-06
CLM-004001,14.6,Green,Clear,Green,2025-03-28
CLM-004002,45.2,Amber,Clear,Amber,2026-01-29
CLM-004003,20.9,Green,Clear,Green,2025-08-11
CLM-004004,35.0,Amber,Clear,Amber,2024-09-05
CLM-004005,25.9,Green,Suspected,Green,2026-05-08
CLM-004006,40.4,Amber,Suspected,Amber,2025-02-05
CLM-004007,30.6,Amber,Clear,Amber,2026-03-01
CLM-004008,10.2,Green,Clear,Green,2025-01-30
CLM-004009,26.4,Amber,Clear,Green,2024-08-21
CLM-004010,1.0,Green,Clear,Green,2025-02-13
CLM-004011,19.4,Green,Clear,Green,2025-05-21
CLM-004012,1.0,Green,Clear,Green,2024-12-18
CLM-004013,82.4,Red,Clear,Red,2025-07-27
CLM-004014,31.7,Green,Clear,Amber,2024-07-25
CLM-004015,28.3,Green,Suspected,Green,2024-08-17
CLM-004016,15.6,Green,Clear,Green,2025-01-21
CLM-004017,34.2,Amber,Clear,Amber,2026-01-09
CLM-004018,26.6,Green,Clear,Green,2024-08-16
CLM-004019,36.0,Amber,Clear,Amber,2026-01-28
CLM-004020,7.9,Green,Clear,Green,2026-02-15
CLM-004021,26.2,Green,Clear,Green,2024-09-16
CLM-004022,25.5,Green,Clear,Green,2025-10-28
CLM-004023,27.2,Amber,Clear,Green,2024-11-11
CLM-004024,34.1,Green,Clear,Amber,2026-05-08
CLM-004025,44.2,Amber,Clear,Amber,2024-08-31
CLM-004026,33.7,Amber,Clear,Amber,2025-11-29
CLM-004027,36.1,Green,Clear,Amber,2026-05-25
CLM-004028,100.0,Red,Clear,Red,2025-02-03
CLM-004029,82.3,Red,Clear,Red,2025-05-14
CLM-004030,19.8,Green,Suspected,Green,2025-09-24
CLM-004031,14.5,Green,Clear,Green,2025-04-29
CLM-004032,1.0,Green,Clear,Green,2025-08-12
CLM-004033,27.5,Green,Clear,Green,2026-03-04
CLM-004034,26.1,Amber,Clear,Green,2024-08-22
CLM-004035,26.4,Green,Clear,Green,2026-02-24
CLM-004036,16.7,Green,Clear,Green,2026-01-03
CLM-004037,3.2,Green,Clear,Green,2024-12-12
CLM-004038,72.1,Amber,Clear,Red,2026-01-19
CLM-004039,39.6,Amber,Clear,Amber,2026-03-24
CLM-004040,9.5,Green,Suspected,Green,2024-09-03
CLM-004041,27.9,Green,Clear,Green,2025-07-02
CLM-004042,29.5,Green,Clear,Green,2024-07-20
CLM-004043,41.8,Amber,Clear,Amber,2025-03-02
CLM-004044,52.0,Amber,Clear,Amber,2025-07-02
CLM-004045,66.2,Amber,Suspected,Amber,2026-01-19
CLM-004046,21.5,Green,Clear,Green,2025-01-20
CLM-004047,48.9,Amber,Clear,Amber,2024-12-27
CLM-004048,12.7,Green,Clear,Green,2025-10-02
CLM-004049,100.0,Red,Clear,Red,2025-11-26
CLM-004050,19.6,Green,Clear,Green,2025-06-08
CLM-004051,20.1,Green,Clear,Green,2025-05-03
CLM-004052,40.5,Amber,Clear,Amber,2024-11-05
CLM-004053,47.9,Amber,Clear,Amber,2025-01-21
CLM-004054,31.5,Amber,Clear,Amber,2025-04-11
CLM-004055,23.5,Green,Clear,Green,2025-05-27
CLM-004056,95.3,Red,Clear,Red,2025-09-14
CLM-004057,31.1,Green,Clear,Amber,2024-08-21
CLM-004058,45.6,Amber,Clear,Amber,2025-01-18
CLM-004059,34.5,Amber,Suspected,Amber,2025-10-03
CLM-004060,28.9,Amber,Clear,Green,2026-06-20
CLM-004061,28.7,Amber,Clear,Green,2026-03-26
CLM-004062,22.5,Green,Clear,Green,2024-10-17
CLM-004063,65.1,Amber,Clear,Amber,2025-07-27
CLM-004064,9.4,Green,Clear,Green,2025-12-28
CLM-004065,27.6,Amber,Clear,Green,2024-10-21
CLM-004066,30.1,Amber,Clear,Amber,2024-12-03
CLM-004067,18.8,Green,Suspected,Green,2025-10-09
CLM-004068,1.4,Green,Clear,Green,2025-07-17
CLM-004069,1.0,Green,Clear,Green,2025-01-30
CLM-004070,31.3,Green,Clear,Amber,2025-06-30
CLM-004071,85.2,Red,Clear,Red,2025-08-28
CLM-004072,31.9,Amber,Clear,Amber,2025-09-16
CLM-004073,2.7,Green,Clear,Green,2025-01-25
CLM-004074,54.1,Amber,Clear,Amber,2025-07-02
CLM-004075,38.6,Amber,Clear,Amber,2026-01-06
CLM-004076,49.3,Amber,Clear,Amber,2025-12-10
CLM-004077,34.1,Amber,Clear,Amber,2025-08-06
CLM-004078,24.6,Green,Clear,Green,2025-04-15
CLM-004079,49.9,Amber,Clear,Amber,2026-04-10
CLM-004080,36.4,Amber,Suspected,Amber,2026-01-26
CLM-004081,31.4,Green,Clear,Amber,2024-07-16
CLM-004082,1.7,Green,Clear,Green,2025-01-11
CLM-004083,100.0,Red,Clear,Red,2025-07-07
CLM-004084,31.8,Green,Clear,Amber,2025-12-21
CLM-004085,45.8,Amber,Clear,Amber,2026-03-06
CLM-004086,36.1,Amber,Clear,Amber,2025-10-29
CLM-004087,36.2,Amber,Clear,Amber,2025-11-16
CLM-004088,37.3,Amber,Clear,Amber,2025-03-02
CLM-004089,8.6,Green,Clear,Green,2025-01-21
CLM-004090,20.2,Green,Clear,Green,2024-07-23
CLM-004091,57.5,Amber,Clear,Amber,2025-09-05
CLM-004092,25.7,Amber,Clear,Green,2024-10-12
CLM-004093,30.4,Amber,Clear,Amber,2025-09-06
CLM-004094,43.2,Amber,Clear,Amber,2025-11-14
CLM-004095,3.3,Green,Clear,Green,2026-01-12
CLM-004096,33.3,Green,Clear,Amber,2026-04-30
CLM-004097,60.0,Amber,Clear,Amber,2025-02-09
CLM-004098,30.5,Green,Clear,Amber,2026-02-23
CLM-004099,13.9,Green,Clear,Green,2025-03-30
CLM-004100,29.5,Green,Clear,Green,2025-07-16
CLM-004101,49.4,Amber,Clear,Amber,2026-03-15
CLM-004102,51.9,Amber,Clear,Amber,2025-02-25
CLM-004103,88.1,Red,Clear,Red,2026-04-08
CLM-004104,20.4,Green,Suspected,Green,2025-07-02
CLM-004105,25.3,Green,Clear,Green,2025-12-06
CLM-004106,38.2,Amber,Clear,Amber,2026-01-27
CLM-004107,47.0,Amber,Clear,Amber,2025-06-01
CLM-004108,25.7,Green,Clear,Green,2025-10-17
CLM-004109,37.9,Amber,Clear,Amber,2024-09-30
CLM-004110,48.0,Amber,Clear,Amber,2025-10-24
CLM-004111,33.0,Amber,Clear,Amber,2024-11-08
CLM-004112,42.0,Amber,Clear,Amber,2026-06-20
CLM-004113,17.0,Green,Clear,Green,2026-02-25
CLM-004114,13.1,Green,Clear,Green,2026-06-20
CLM-004115,16.2,Green,Clear,Green,2025-12-06
CLM-004116,5.1,Green,Suspected,Green,2025-09-01
CLM-004117,1.0,Green,Clear,Green,2024-10-15
CLM-004118,26.2,Amber,Clear,Green,2025-06-22
CLM-004119,24.1,Green,Clear,Green,2026-06-20
CLM-004120,19.5,Green,Clear,Green,2024-09-07
CLM-004121,35.3,Amber,Clear,Amber,2025-12-27
CLM-004122,24.9,Green,Clear,Green,2024-12-29
CLM-004123,70.8,Amber,Clear,Red,2025-11-26
CLM-004124,100.0,Red,Clear,Red,2026-04-14
CLM-004125,57.7,Amber,Clear,Amber,2025-05-17
CLM-004126,39.9,Amber,Clear,Amber,2024-11-19
CLM-004127,31.3,Green,Clear,Amber,2024-10-17
CLM-004128,23.9,Amber,Clear,Green,2025-11-11
CLM-004129,49.1,Amber,Clear,Amber,2025-10-28
CLM-004130,14.1,Green,Clear,Green,2025-06-17
CLM-004131,2.4,Green,Clear,Green,2024-10-26
CLM-004132,14.0,Green,Clear,Green,2024-09-16
CLM-004133,27.0,Green,Clear,Green,2024-08-15
CLM-004134,32.5,Amber,Clear,Amber,2025-05-14
CLM-004135,26.7,Amber,Clear,Green,2026-01-21
CLM-004136,28.1,Amber,Clear,Green,2025-07-27
CLM-004137,11.7,Green,Clear,Green,2025-02-18
CLM-004138,9.7,Green,Clear,Green,2025-09-24
CLM-004139,13.5,Green,Clear,Green,2026-03-14
CLM-004140,58.3,Amber,Clear,Amber,2025-05-02
CLM-004141,31.0,Amber,Clear,Amber,2026-04-29
CLM-004142,100.0,Red,Suspected,Red,2026-01-27
CLM-004143,54.5,Amber,Clear,Amber,2025-12-03
CLM-004144,37.1,Amber,Clear,Amber,2025-01-08
CLM-004145,100.0,Red,Clear,Red,2026-05-28
CLM-004146,53.7,Amber,Clear,Amber,2026-02-11
CLM-004147,22.6,Green,Suspected,Green,2025-05-14
CLM-004148,8.2,Green,Clear,Green,2025-06-07
CLM-004149,24.4,Green,Clear,Green,2025-12-09
CLM-004150,28.7,Green,Clear,Green,2026-04-05
CLM-004151,86.9,Red,Clear,Red,2024-11-25
CLM-004152,27.4,Green,Clear,Green,2025-11-14
CLM-004153,40.9,Amber,Clear,Amber,2025-07-17
CLM-004154,29.8,Green,Clear,Green,2025-03-14
CLM-004155,14.2,Green,Clear,Green,2026-03-15
CLM-004156,12.7,Green,Clear,Green,2024-09-24
CLM-004157,51.7,Amber,Clear,Amber,2025-10-29
CLM-004158,34.6,Amber,Clear,Amber,2024-09-30
CLM-004159,63.0,Red,Clear,Amber,2024-11-06
CLM-004160,28.7,Green,Clear,Green,2026-02-22
CLM-004161,18.2,Green,Clear,Green,2025-07-19
CLM-004162,18.5,Green,Clear,Green,2025-08-13
CLM-004163,48.0,Amber,Clear,Amber,2025-12-09
CLM-004164,82.3,Red,Suspected,Red,2026-04-03
CLM-004165,15.5,Green,Clear,Green,2024-12-23
CLM-004166,34.4,Amber,Clear,Amber,2025-09-08
CLM-004167,11.6,Green,Suspected,Green,2025-12-21
CLM-004168,40.8,Amber,Clear,Amber,2025-11-25
CLM-004169,21.4,Green,Clear,Green,2025-08-08
CLM-004170,2.8,Green,Clear,Green,2026-06-20
CLM-004171,36.1,Amber,Clear,Amber,2025-04-12
CLM-004172,11.8,Green,Clear,Green,2025-08-26
CLM-004173,83.6,Red,Clear,Red,2024-11-10
CLM-004174,41.2,Amber,Clear,Amber,2025-08-02
CLM-004175,26.7,Amber,Clear,Green,2024-10-16
CLM-004176,14.6,Green,Clear,Green,2024-09-30
CLM-004177,3.8,Green,Clear,Green,2025-06-23
CLM-004178,13.8,Green,Clear,Green,2024-09-03
CLM-004179,53.1,Amber,Clear,Amber,2026-03-31
CLM-004180,55.1,Amber,Clear,Amber,2025-09-15
CLM-004181,27.0,Green,Clear,Green,2026-03-06
CLM-004182,26.0,Green,Clear,Green,2025-02-03
CLM-004183,23.2,Green,Clear,Green,2025-11-04
CLM-004184,43.0,Amber,Suspected,Amber,2025-12-26
CLM-004185,19.8,Green,Suspected,Green,2024-10-13
CLM-004186,30.4,Amber,Clear,Amber,2025-03-09
CLM-004187,16.9,Green,Clear,Green,2026-02-12
CLM-004188,33.2,Green,Clear,Amber,2026-03-17
CLM-004189,30.1,Green,Clear,Amber,2025-12-09
CLM-004190,35.6,Amber,Clear,Amber,2024-06-29
CLM-004191,8.7,Green,Clear,Green,2026-05-14
CLM-004192,96.9,Red,Clear,Red,2025-08-07
CLM-004193,40.2,Amber,Clear,Amber,2025-02-26
CLM-004194,18.5,Green,Suspected,Green,2026-05-17
CLM-004195,11.7,Green,Clear,Green,2024-09-30
CLM-004196,24.9,Green,Clear,Green,2026-03-15
CLM-004197,12.1,Green,Clear,Green,2024-09-17
CLM-004198,34.6,Amber,Clear,Amber,2025-04-29
CLM-004199,25.0,Green,Clear,Green,2026-06-12
CLM-004200,63.6,Amber,Clear,Amber,2025-04-16
CLM-004201,2.6,Green,Clear,Green,2026-06-07
CLM-004202,43.3,Amber,Clear,Amber,2024-09-13
CLM-004203,2.7,Green,Clear,Green,2024-07-19
CLM-004204,2.5,Green,Clear,Green,2024-09-28
CLM-004205,73.7,Red,Clear,Red,2025-06-06
CLM-004206,5.6,Green,Clear,Green,2024-11-26
CLM-004207,36.6,Amber,Clear,Amber,2026-05-24
CLM-004208,37.9,Amber,Clear,Amber,2024-08-14
CLM-004209,14.4,Green,Clear,Green,2024-10-12
CLM-004210,31.4,Amber,Clear,Amber,2026-04-19
CLM-004211,27.4,Amber,Clear,Green,2026-03-05
CLM-004212,48.5,Amber,Clear,Amber,2026-05-20
CLM-004213,9.6,Green,Clear,Green,2025-07-05
CLM-004214,49.2,Amber,Clear,Amber,2025-04-18
CLM-004215,24.1,Green,Clear,Green,2026-05-16
CLM-004216,15.7,Green,Clear,Green,2025-03-04
CLM-004217,49.3,Amber,Clear,Amber,2024-10-21
CLM-004218,15.2,Green,Clear,Green,2025-10-03
CLM-004219,30.4,Amber,Clear,Amber,2025-04-11
CLM-004220,36.5,Amber,Clear,Amber,2025-05-17
CLM-004221,100.0,Red,Clear,Red,2025-03-18
CLM-004222,16.9,Green,Clear,Green,2024-10-01
CLM-004223,50.1,Amber,Clear,Amber,2026-01-01
CLM-004224,23.7,Green,Clear,Green,2025-10-22
CLM-004225,92.0,Red,Clear,Red,2026-03-31
CLM-004226,37.0,Amber,Clear,Amber,2025-08-01
CLM-004227,54.6,Amber,Clear,Amber,2025-05-17
CLM-004228,9.7,Green,Clear,Green,2025-02-04
CLM-004229,16.9,Green,Clear,Green,2025-07-18
CLM-004230,42.8,Amber,Clear,Amber,2026-02-19
CLM-004231,35.1,Green,Suspected,Amber,2025-07-27
CLM-004232,20.5,Green,Clear,Green,2025-06-04
CLM-004233,19.3,Green,Clear,Green,2026-06-08
CLM-004234,33.5,Amber,Clear,Amber,2025-08-23
CLM-004235,100.0,Red,Clear,Red,2025-07-24
CLM-004236,37.4,Amber,Clear,Amber,2026-04-01
CLM-004237,38.9,Amber,Clear,Amber,2025-01-11
CLM-004238,96.3,Red,Clear,Red,2025-10-14
CLM-004239,16.3,Green,Clear,Green,2026-06-10
CLM-004240,38.6,Amber,Clear,Amber,2025-12-19
CLM-004241,6.0,Green,Suspected,Green,2025-12-27
CLM-004242,38.6,Amber,Suspected,Amber,2025-06-21
CLM-004243,41.2,Amber,Clear,Amber,2025-06-14
CLM-004244,10.1,Green,Suspected,Green,2026-01-29
CLM-004245,24.9,Green,Clear,Green,2025-09-27
CLM-004246,35.6,Amber,Clear,Amber,2026-03-19
CLM-004247,12.1,Green,Clear,Green,2026-01-07
CLM-004248,59.3,Amber,Clear,Amber,2025-01-10
CLM-004249,17.2,Green,Suspected,Green,2025-01-20
CLM-004250,28.1,Green,Clear,Green,2024-08-25
CLM-004251,50.7,Amber,Clear,Amber,2024-11-03
CLM-004252,22.9,Green,Clear,Green,2025-11-24
CLM-004253,43.2,Amber,Clear,Amber,2025-02-08
CLM-004254,14.7,Green,Clear,Green,2025-06-19
CLM-004255,14.5,Green,Clear,Green,2026-04-06
CLM-004256,26.7,Green,Clear,Green,2025-09-10
CLM-004257,7.5,Green,Clear,Green,2026-06-20
CLM-004258,20.4,Green,Clear,Green,2026-01-04
CLM-004259,15.7,Green,Clear,Green,2025-07-25
CLM-004260,40.1,Amber,Clear,Amber,2025-12-28
CLM-004261,1.0,Green,Clear,Green,2024-08-13
CLM-004262,20.5,Green,Clear,Green,2026-02-06
CLM-004263,64.9,Amber,Clear,Amber,2026-04-20
CLM-004264,3.2,Green,Clear,Green,2026-01-12
CLM-004265,46.4,Amber,Clear,Amber,2025-07-11
CLM-004266,40.8,Amber,Clear,Amber,2025-08-28
CLM-004267,67.8,Red,Clear,Amber,2024-07-17
CLM-004268,24.5,Green,Clear,Green,2025-01-25
CLM-004269,26.2,Green,Clear,Green,2026-01-05
CLM-004270,34.9,Amber,Clear,Amber,2024-12-02
CLM-004271,8.2,Green,Clear,Green,2024-11-17
CLM-004272,79.7,Red,Clear,Red,2026-06-03
CLM-004273,38.9,Amber,Clear,Amber,2025-04-15
CLM-004274,30.7,Green,Clear,Amber,2026-03-12
CLM-004275,46.0,Amber,Clear,Amber,2025-02-22
CLM-004276,35.1,Amber,Clear,Amber,2025-08-17
CLM-004277,76.9,Red,Clear,Red,2024-08-24
CLM-004278,34.8,Amber,Suspected,Amber,2025-03-29
CLM-004279,59.3,Amber,Clear,Amber,2026-05-11
CLM-004280,1.0,Green,Confirmed,Green,2025-03-30
CLM-004281,29.8,Amber,Clear,Green,2024-08-18
CLM-004282,24.0,Green,Clear,Green,2025-09-02
CLM-004283,49.7,Amber,Clear,Amber,2024-11-11
CLM-004284,23.0,Green,Clear,Green,2025-07-04
CLM-004285,50.4,Amber,Clear,Amber,2025-09-03
CLM-004286,1.0,Green,Clear,Green,2025-03-16
CLM-004287,19.7,Green,Clear,Green,2024-07-23
CLM-004288,8.6,Green,Suspected,Green,2025-03-31
CLM-004289,24.3,Green,Clear,Green,2025-05-03
CLM-004290,26.6,Green,Clear,Green,2025-12-12
CLM-004291,76.6,Red,Clear,Red,2026-04-13
CLM-004292,13.8,Green,Clear,Green,2024-07-17
CLM-004293,42.9,Amber,Clear,Amber,2024-11-25
CLM-004294,20.0,Green,Clear,Green,2024-08-29
CLM-004295,64.0,Red,Clear,Amber,2026-01-10
CLM-004296,39.8,Amber,Clear,Amber,2024-10-21
CLM-004297,18.6,Green,Clear,Green,2025-03-10
CLM-004298,35.6,Amber,Clear,Amber,2024-09-10
CLM-004299,76.0,Red,Clear,Red,2025-07-07
CLM-004300,35.6,Green,Clear,Amber,2025-12-31
CLM-004301,15.4,Green,Clear,Green,2025-03-25
CLM-004302,13.7,Green,Suspected,Green,2024-09-21
CLM-004303,45.9,Amber,Clear,Amber,2024-09-01
