client_id,redemption_date,partner,reward_value
CLI-003028,2025-08-04,HBO Max,150
CLI-006284,2024-09-21,HBO Max,150
CLI-004302,2024-11-30,Virgin Active,250
CLI-000637,2025-11-06,Woolworths,400
CLI-004779,2025-05-28,Engen,250
CLI-001108,2026-03-02,Takealot,600
CLI-002107,2024-08-27,Virgin Active,50
CLI-002046,2024-07-25,Woolworths,600
CLI-002695,2025-01-06,HBO Max,400
CLI-005603,2024-10-29,HBO Max,100
CLI-003432,2025-10-14,HBO Max,50
CLI-001434,2025-03-21,Takealot,600
CLI-005185,2024-10-18,British Airways,600
CLI-003053,2024-06-27,British Airways,100
CLI-006142,2025-05-28,Woolworths,50
CLI-001481,2025-05-17,British Airways,50
CLI-001610,2025-09-25,Takealot,250
CLI-002139,2025-12-04,Woolworths,150
CLI-000451,2025-04-27,Engen,600
CLI-005618,2025-02-08,British Airways,250
CLI-003929,2026-06-13,Virgin Active,50
CLI-001509,2025-08-14,British Airways,250
CLI-004589,2024-10-15,Woolworths,150
CLI-001187,2025-03-04,Engen,100
CLI-001720,2025-03-05,Takealot,250
CLI-003146,2024-07-10,HBO Max,150
CLI-000119,2025-04-07,Engen,150
CLI-003717,2024-12-27,HBO Max,150
CLI-001107,2025-05-08,Woolworths,50
CLI-005665,2025-08-08,Takealot,100
CLI-004800,2024-09-10,Takealot,250
CLI-003917,2025-10-25,Woolworths,50
CLI-006311,2025-10-04,HBO Max,150
CLI-004916,2024-08-22,HBO Max,400
CLI-004619,2026-03-02,HBO Max,50
CLI-004041,2024-09-20,Woolworths,600
CLI-003961,2026-06-13,British Airways,250
CLI-005108,2024-11-26,British Airways,150
CLI-003842,2025-08-15,HBO Max,600
CLI-003730,2025-07-18,British Airways,50
CLI-003184,2024-10-10,Engen,250
CLI-001957,2026-05-17,Woolworths,100
CLI-003788,2024-08-25,Woolworths,150
CLI-004984,2025-11-29,Engen,600
CLI-004241,2025-04-12,British Airways,400
CLI-002780,2025-09-19,Virgin Active,250
CLI-002415,2024-08-28,HBO Max,100
CLI-002864,2025-06-27,Engen,600
CLI-006343,2025-03-15,Takealot,50
CLI-002426,2025-03-03,HBO Max,250
CLI-004767,2026-06-13,HBO Max,400
CLI-003915,2025-11-16,HBO Max,50
CLI-001389,2025-04-10,British Airways,100
CLI-001169,2024-09-04,Engen,250
CLI-006427,2024-12-30,British Airways,400
CLI-006268,2025-01-25,Virgin Active,150
CLI-000686,2025-04-13,British Airways,600
CLI-004722,2025-03-16,Engen,150
CLI-001233,2025-08-09,HBO Max,150
CLI-004050,2025-08-03,Takealot,250
CLI-006297,2024-12-30,Takealot,400
CLI-002894,2025-11-23,Woolworths,50
CLI-005820,2025-06-23,Virgin Active,100
CLI-000081,2024-08-17,Takealot,600
CLI-006214,2026-06-03,Virgin Active,50
CLI-003758,2026-04-26,Engen,400
CLI-003636,2025-01-04,British Airways,100
CLI-003424,2025-11-14,Woolworths,600
CLI-006382,2025-04-10,British Airways,100
CLI-004472,2025-02-25,Engen,50
CLI-005609,2025-04-25,Takealot,150
CLI-000869,2026-04-20,Engen,100
CLI-001867,2026-02-17,Woolworths,150
CLI-004130,2024-06-21,British Airways,100
CLI-004309,2025-07-12,Takealot,150
CLI-004448,2024-09-16,HBO Max,400
CLI-000004,2026-04-03,HBO Max,250
CLI-001893,2025-08-01,HBO Max,50
CLI-003181,2026-01-05,Woolworths,250
CLI-004364,2025-01-25,Virgin Active,600
CLI-003081,2025-10-07,Woolworths,600
CLI-005232,2024-12-04,Virgin Active,400
CLI-003631,2024-06-29,Takealot,50
CLI-000475,2024-08-08,Virgin Active,50
CLI-000594,2025-05-24,HBO Max,250
CLI-004899,2024-08-07,British Airways,100
CLI-003345,2026-02-26,Virgin Active,600
CLI-004771,2026-05-08,British Airways,150
CLI-004668,2026-05-28,British Airways,50
CLI-001342,2025-09-16,Takealot,400
CLI-000029,2026-04-15,Engen,50
CLI-003867,2025-03-02,Woolworths,400
CLI-003078,2026-03-16,Virgin Active,600
CLI-001202,2025-03-21,Takealot,600
CLI-005401,2025-09-15,Woolworths,150
CLI-002402,2025-03-20,British Airways,250
CLI-002393,2024-12-30,HBO Max,100
CLI-000523,2025-07-12,Takealot,400
CLI-000967,2025-07-15,British Airways,400
CLI-001845,2025-10-26,HBO Max,600
CLI-005286,2025-09-26,Takealot,100
CLI-005732,2025-01-17,Engen,600
CLI-002390,2026-01-28,Engen,50
CLI-005139,2026-04-17,Takealot,600
CLI-004322,2024-09-08,HBO Max,50
CLI-003986,2024-07-05,British Airways,100
CLI-002386,2024-07-13,Engen,250
CLI-002062,2026-06-19,Engen,100
CLI-000770,2024-09-29,Takealot,150
CLI-003353,2026-02-06,HBO Max,150
CLI-002921,2025-12-27,Engen,100
CLI-002137,2025-01-18,British Airways,50
CLI-006368,2025-12-08,British Airways,50
CLI-003277,2026-01-03,Engen,150
CLI-006312,2026-02-18,Takealot,100
CLI-006357,2025-06-02,Woolworths,50
CLI-006027,2025-03-05,Woolworths,50
CLI-004797,2025-09-18,British Airways,50
CLI-003500,2026-04-25,Takealot,400
CLI-000178,2024-09-14,HBO Max,150
CLI-003852,2024-09-14,Engen,50
CLI-003086,2026-05-15,HBO Max,600
CLI-004644,2025-02-18,Woolworths,250
CLI-003574,2024-08-10,Takealot,400
CLI-004518,2025-12-25,Virgin Active,150
CLI-002750,2025-04-10,British Airways,250
CLI-005236,2025-10-12,British Airways,100
CLI-001288,2025-09-23,HBO Max,100
CLI-002192,2025-01-06,Takealot,600
CLI-001879,2025-12-26,HBO Max,150
CLI-002394,2025-09-26,Woolworths,150
CLI-002551,2025-10-23,HBO Max,400
CLI-001488,2026-01-08,Virgin Active,250
CLI-005590,2025-03-26,Virgin Active,400
CLI-005668,2025-05-11,Engen,150
CLI-003553,2025-09-14,Woolworths,50
CLI-004162,2024-12-05,British Airways,100
CLI-003392,2024-10-02,Woolworths,150
CLI-005038,2026-03-17,Engen,250
CLI-000514,2025-03-25,Virgin Active,150
CLI-004722,2025-02-19,Engen,150
CLI-006385,2025-12-16,Takealot,250
CLI-004358,2026-05-12,Virgin Active,50
CLI-003757,2025-09-09,Takealot,100
CLI-005941,2026-03-23,Engen,250
CLI-002868,2024-08-01,Virgin Active,600
CLI-000704,2024-12-09,Woolworths,600
CLI-005191,2025-10-03,British Airways,250
CLI-000652,2025-07-10,Woolworths,600
CLI-003447,2024-08-25,British Airways,150
CLI-001665,2025-08-07,Engen,100
CLI-001044,2025-10-28,HBO Max,100
CLI-002401,2024-08-05,British Airways,100
CLI-002897,2025-06-18,HBO Max,100
CLI-000093,2025-03-24,Engen,100
CLI-002136,2026-01-27,British Airways,250
CLI-001946,2025-09-02,Takealot,50
CLI-001376,2024-12-31,Takealot,600
CLI-000707,2025-04-29,Virgin Active,400
CLI-000466,2025-05-12,Woolworths,600
CLI-000582,2026-03-08,Woolworths,250
CLI-005651,2026-01-12,Woolworths,600
CLI-001868,2025-04-02,Virgin Active,100
CLI-005620,2025-05-17,Engen,150
CLI-000465,2025-01-10,Takealot,400
CLI-004521,2024-11-17,Woolworths,100
CLI-005979,2026-05-23,Woolworths,600
CLI-002131,2025-10-30,HBO Max,250
CLI-001564,2026-03-03,British Airways,150
CLI-001473,2025-11-28,British Airways,50
CLI-000830,2026-01-17,Engen,150
CLI-001795,2024-08-30,Virgin Active,150
CLI-006012,2024-10-05,Virgin Active,50
CLI-001024,2025-03-15,Woolworths,600
CLI-001743,2025-04-26,Takealot,50
CLI-000208,2025-03-13,Woolworths,150
CLI-006027,2024-09-12,Virgin Active,150
CLI-003196,2025-08-26,Virgin Active,150
CLI-003758,2024-10-12,Virgin Active,150
CLI-002698,2025-09-21,Virgin Active,400
CLI-000318,2026-03-07,Takealot,150
CLI-003346,2025-12-21,Takealot,400
CLI-006223,2024-12-22,Virgin Active,400
CLI-000208,2026-04-01,British Airways,250
CLI-005766,2025-07-06,Takealot,600
CLI-000177,2025-03-04,Takealot,150
CLI-003296,2025-10-27,Engen,250
CLI-000664,2025-11-02,HBO Max,100
CLI-004062,2024-07-16,Virgin Active,100
CLI-000482,2025-01-20,Engen,250
CLI-001539,2025-03-05,Takealot,150
CLI-006168,2025-06-17,Virgin Active,150
CLI-005526,2025-11-22,Virgin Active,50
CLI-005237,2025-07-03,HBO Max,600
CLI-002869,2025-05-14,Virgin Active,250
CLI-000018,2025-12-24,Woolworths,600
CLI-001455,2025-09-04,British Airways,400
CLI-001955,2026-01-25,Engen,400
CLI-004208,2024-07-23,British Airways,600
CLI-005733,2025-12-26,Engen,600
CLI-004643,2025-05-02,Woolworths,250
CLI-000428,2025-02-13,Woolworths,150
CLI-000879,2026-03-01,Woolworths,600
CLI-002374,2025-01-01,Engen,250
CLI-000206,2025-10-12,HBO Max,600
CLI-004644,2025-03-26,British Airways,400
CLI-003020,2026-03-22,HBO Max,50
CLI-001252,2025-01-29,HBO Max,150
CLI-002164,2024-07-27,Engen,150
CLI-002834,2025-06-29,HBO Max,150
CLI-005497,2025-08-03,Engen,150
CLI-000875,2024-10-03,British Airways,400
CLI-004128,2025-03-15,Engen,100
CLI-000298,2025-11-16,Virgin Active,50
CLI-006007,2024-10-28,Engen,150
CLI-004528,2024-09-05,Virgin Active,100
CLI-003335,2025-09-09,Woolworths,50
CLI-003180,2024-06-28,British Airways,100
CLI-001345,2026-03-08,Takealot,100
CLI-005531,2025-04-26,HBO Max,150
CLI-003954,2024-11-06,Woolworths,50
CLI-001121,2025-10-23,British Airways,600
CLI-005097,2025-08-26,Takealot,150
CLI-001067,2025-08-21,HBO Max,600
CLI-000522,2026-04-15,British Airways,150
CLI-000325,2025-04-06,Woolworths,150
CLI-004965,2024-11-14,British Airways,600
CLI-000512,2025-04-10,Engen,250
CLI-005059,2026-03-03,HBO Max,100
CLI-005850,2025-10-04,British Airways,400
CLI-005131,2024-07-20,Woolworths,150
CLI-003722,2026-05-21,Takealot,400
CLI-006438,2024-08-15,Woolworths,250
CLI-003236,2024-09-14,British Airways,100
CLI-005356,2026-01-02,Virgin Active,400
CLI-000198,2024-08-14,Virgin Active,150
CLI-005608,2024-12-27,Engen,600
CLI-003562,2024-09-19,HBO Max,150
CLI-001899,2025-10-01,British Airways,100
CLI-004532,2025-07-11,Woolworths,400
CLI-000198,2026-02-06,Engen,150
CLI-003927,2026-05-18,Takealot,250
CLI-005471,2025-06-23,Engen,150
CLI-005515,2025-09-17,HBO Max,50
CLI-003285,2025-05-10,Virgin Active,50
CLI-001134,2025-09-20,British Airways,250
CLI-003219,2024-08-13,Woolworths,600
CLI-003751,2025-02-18,Engen,50
CLI-005631,2025-10-07,HBO Max,100
CLI-004325,2026-02-27,Woolworths,400
CLI-001365,2025-09-02,Takealot,600
CLI-002420,2026-06-16,Woolworths,400
CLI-003843,2024-12-19,Engen,100
CLI-004698,2025-11-01,Woolworths,150
CLI-001979,2024-09-24,Engen,50
CLI-001290,2025-01-27,Engen,50
CLI-006264,2025-09-27,Takealot,600
CLI-004270,2025-10-01,HBO Max,250
CLI-001542,2026-03-05,Takealot,250
CLI-000382,2026-03-15,Engen,400
CLI-001098,2026-01-19,British Airways,400
CLI-001848,2025-04-20,Engen,250
CLI-000296,2024-09-21,HBO Max,400
CLI-000562,2024-08-29,Engen,50
CLI-000848,2024-11-21,Woolworths,50
CLI-004469,2026-02-25,British Airways,150
CLI-000828,2024-06-27,Woolworths,150
CLI-001868,2025-03-26,Engen,150
CLI-003579,2025-09-10,Engen,400
CLI-001288,2026-01-12,British Airways,150
CLI-006265,2026-01-19,Virgin Active,150
CLI-003397,2025-03-27,Woolworths,400
CLI-000753,2024-11-22,Engen,600
CLI-002826,2025-05-20,HBO Max,250
CLI-006080,2026-05-25,Woolworths,250
CLI-000627,2026-06-06,Engen,50
CLI-003165,2025-12-13,Engen,250
CLI-000839,2025-06-14,Engen,50
CLI-002394,2025-01-29,British Airways,100
CLI-001244,2025-02-11,HBO Max,50
CLI-001230,2025-02-23,HBO Max,600
CLI-001116,2025-10-29,HBO Max,150
CLI-002297,2024-10-14,Engen,400
CLI-001395,2025-08-17,British Airways,100
CLI-003445,2025-09-09,Virgin Active,150
CLI-001353,2025-02-06,HBO Max,250
CLI-000843,2025-09-07,Engen,150
CLI-000958,2025-02-21,Takealot,50
CLI-002061,2024-07-23,Takealot,400
CLI-000634,2025-10-20,Virgin Active,50
CLI-006461,2025-06-06,HBO Max,600
CLI-004083,2024-11-17,HBO Max,400
CLI-004541,2026-04-15,Virgin Active,150
CLI-001121,2026-05-24,Virgin Active,100
CLI-001976,2026-01-29,Woolworths,150
CLI-002149,2026-04-10,Virgin Active,100
CLI-006418,2026-03-26,British Airways,250
CLI-001483,2026-02-13,Takealot,600
CLI-002845,2024-11-14,HBO Max,50
CLI-003227,2025-02-24,HBO Max,250
CLI-002119,2025-03-08,Engen,250
CLI-005651,2026-06-01,HBO Max,100
CLI-003702,2026-02-26,British Airways,100
CLI-004774,2025-12-09,Virgin Active,250
CLI-000793,2025-09-25,Woolworths,100
CLI-001459,2024-06-30,Engen,250
CLI-005525,2025-03-12,Takealot,50
CLI-002518,2026-02-11,Engen,100
CLI-006108,2024-10-12,Virgin Active,600
CLI-006426,2026-03-27,British Airways,600
CLI-000788,2026-03-07,Takealot,400
CLI-004783,2025-03-09,Engen,600
CLI-005270,2024-06-24,Takealot,600
CLI-000557,2024-06-29,Takealot,50
CLI-006224,2024-08-28,HBO Max,600
CLI-004580,2025-02-13,British Airways,50
CLI-003572,2024-10-13,Virgin Active,50
CLI-000266,2025-08-29,Virgin Active,400
CLI-003557,2025-08-20,Virgin Active,150
CLI-005944,2026-02-18,Engen,600
CLI-001564,2025-05-31,Engen,100
CLI-004949,2024-06-22,British Airways,600
CLI-005080,2026-05-15,Woolworths,400
CLI-005779,2025-07-10,Takealot,50
CLI-001158,2025-10-31,Woolworths,250
CLI-005167,2025-12-18,HBO Max,600
CLI-002772,2025-09-11,Engen,400
CLI-003446,2026-02-24,British Airways,250
CLI-003471,2026-05-16,HBO Max,100
CLI-006424,2024-08-06,Engen,250
CLI-002624,2024-06-23,Virgin Active,150
CLI-000113,2024-08-24,Takealot,100
CLI-004078,2026-04-01,Takealot,600
CLI-005868,2026-01-17,Engen,250
CLI-003411,2024-12-01,Virgin Active,250
CLI-000130,2025-06-15,British Airways,100
CLI-004501,2024-11-21,Virgin Active,100
CLI-002569,2025-12-19,Engen,50
CLI-000033,2024-07-20,Engen,600
CLI-001365,2024-10-03,HBO Max,50
CLI-000797,2025-02-20,Takealot,600
CLI-000296,2025-10-27,British Airways,250
CLI-000202,2024-11-28,Takealot,50
CLI-000972,2024-06-23,Engen,250
CLI-001680,2024-09-11,HBO Max,100
CLI-003011,2024-12-02,Engen,250
CLI-005103,2026-03-14,Engen,50
CLI-002518,2025-11-14,British Airways,100
CLI-004164,2025-04-13,HBO Max,600
CLI-000274,2024-09-26,Engen,100
CLI-001467,2025-08-06,HBO Max,250
CLI-005171,2026-01-15,British Airways,250
CLI-003821,2025-11-11,British Airways,250
CLI-002071,2026-04-08,Takealot,150
CLI-001308,2025-04-13,Engen,250
CLI-004295,2024-08-03,HBO Max,400
CLI-003499,2026-04-03,Engen,250
CLI-005387,2025-10-02,Takealot,100
CLI-004436,2025-03-24,Engen,400
CLI-001260,2024-07-03,Virgin Active,50
CLI-001734,2026-04-05,British Airways,50
CLI-001224,2025-10-08,Woolworths,50
CLI-000684,2025-03-08,Engen,150
CLI-000586,2024-07-16,British Airways,400
CLI-003347,2025-07-16,Woolworths,100
CLI-005548,2024-08-21,Takealot,100
CLI-003306,2025-09-18,Engen,150
CLI-003125,2024-10-05,Engen,400
CLI-002322,2024-10-12,HBO Max,250
CLI-006262,2026-02-12,British Airways,150
CLI-004399,2025-10-11,Takealot,100
CLI-006455,2025-06-12,Virgin Active,100
CLI-005850,2024-12-08,HBO Max,50
CLI-003492,2024-10-01,Takealot,250
CLI-002049,2024-09-26,Takealot,100
CLI-000606,2024-12-28,Engen,150
CLI-003331,2025-12-23,British Airways,400
CLI-000077,2024-09-26,Woolworths,600
CLI-005921,2025-07-08,Takealot,100
CLI-003846,2025-07-11,British Airways,100
CLI-001614,2026-04-01,Engen,600
CLI-005865,2025-01-01,Virgin Active,250
CLI-002974,2024-08-20,British Airways,50
CLI-001153,2025-10-12,HBO Max,150
CLI-001956,2025-10-23,HBO Max,100
CLI-000051,2025-02-07,Engen,600
CLI-000110,2026-03-01,Virgin Active,250
CLI-004549,2024-12-29,British Airways,400
CLI-001894,2025-07-07,HBO Max,100
CLI-005271,2024-09-21,HBO Max,50
CLI-001734,2026-05-17,HBO Max,400
CLI-005521,2025-08-07,Engen,100
CLI-005415,2025-10-15,Engen,100
CLI-002913,2024-12-16,Virgin Active,400
CLI-002542,2025-10-01,Virgin Active,100
CLI-002945,2025-11-18,Virgin Active,250
CLI-006467,2025-06-11,Engen,600
CLI-005063,2025-02-01,Engen,100
CLI-000177,2024-12-21,Woolworths,100
CLI-003083,2024-09-01,HBO Max,600
CLI-000695,2024-10-16,Takealot,50
CLI-000337,2026-02-23,Virgin Active,600
CLI-001140,2025-10-23,HBO Max,250
CLI-002507,2025-03-25,British Airways,250
CLI-004902,2025-02-07,Virgin Active,400
CLI-001434,2026-03-01,Takealot,50
CLI-000637,2026-04-22,HBO Max,150
CLI-005444,2026-01-31,British Airways,600
CLI-002793,2025-02-26,Engen,400
CLI-005967,2025-12-24,Virgin Active,100
CLI-005283,2025-03-21,Virgin Active,100
CLI-005768,2025-08-04,Virgin Active,100
CLI-004300,2025-08-05,Engen,250
CLI-001393,2025-03-25,HBO Max,400
CLI-002501,2025-05-11,Virgin Active,250
CLI-005323,2025-11-16,British Airways,150
CLI-005248,2024-08-14,Woolworths,600
CLI-003296,2026-05-29,Takealot,600
CLI-005922,2024-11-12,HBO Max,600
CLI-006246,2026-02-20,British Airways,250
CLI-000643,2025-11-24,Takealot,250
CLI-005657,2024-12-28,Woolworths,250
CLI-001860,2025-06-07,Woolworths,150
CLI-000384,2024-10-14,HBO Max,50
CLI-002809,2025-02-19,Takealot,250
CLI-005205,2026-05-17,Woolworths,100
CLI-006155,2026-01-28,Engen,400
CLI-003518,2025-12-21,Virgin Active,400
CLI-002607,2025-11-23,Woolworths,150
CLI-003663,2026-04-07,Virgin Active,100
CLI-000005,2024-12-04,HBO Max,600
CLI-001681,2026-01-07,Engen,150
CLI-005459,2025-05-05,British Airways,100
CLI-003229,2026-03-29,Virgin Active,150
CLI-003749,2024-09-07,Takealot,150
CLI-001742,2026-05-17,Woolworths,250
CLI-003919,2025-09-04,British Airways,600
CLI-000224,2024-10-02,British Airways,250
CLI-000189,2024-08-02,Takealot,100
CLI-003886,2025-11-24,British Airways,250
CLI-002239,2024-09-23,Takealot,600
CLI-003465,2026-01-30,Engen,250
CLI-001519,2024-12-29,British Airways,50
CLI-004221,2024-12-22,Engen,100
CLI-005496,2024-12-01,British Airways,250
CLI-004522,2025-12-04,HBO Max,250
CLI-003013,2026-05-06,Woolworths,250
CLI-001071,2024-11-15,British Airways,50
CLI-002016,2025-03-14,Engen,50
CLI-003208,2025-02-19,British Airways,400
CLI-000886,2025-02-19,British Airways,400
CLI-004611,2025-07-16,Virgin Active,100
CLI-002230,2026-01-28,Takealot,250
CLI-000673,2025-01-14,Virgin Active,150
CLI-005125,2026-06-08,Engen,250
CLI-004736,2025-04-09,British Airways,150
CLI-005300,2025-02-17,Woolworths,250
CLI-006108,2024-12-14,Virgin Active,50
CLI-004562,2025-02-12,Engen,400
CLI-003751,2025-03-12,British Airways,50
CLI-000266,2026-01-05,Takealot,600
CLI-001855,2025-10-28,Woolworths,250
CLI-002201,2025-01-15,Takealot,250
CLI-004352,2025-07-30,Takealot,400
CLI-005756,2026-01-09,Takealot,100
CLI-002531,2025-09-27,Engen,250
CLI-003572,2024-08-27,Woolworths,150
CLI-006109,2025-03-15,Virgin Active,400
CLI-000478,2026-05-10,British Airways,400
CLI-001856,2026-01-23,Virgin Active,400
CLI-002750,2024-10-22,Takealot,400
CLI-000402,2024-07-21,HBO Max,100
CLI-001992,2026-02-01,British Airways,400
CLI-001996,2025-03-20,Woolworths,600
CLI-004895,2025-07-15,British Airways,50
CLI-006065,2025-04-30,Takealot,100
CLI-002145,2024-07-12,Takealot,600
CLI-003549,2025-01-29,Woolworths,150
CLI-001857,2025-05-31,Engen,400
CLI-002629,2026-05-11,Takealot,250
CLI-000950,2025-12-29,Takealot,250
CLI-004941,2025-01-10,British Airways,100
CLI-004313,2025-10-08,HBO Max,100
CLI-003133,2025-03-24,Woolworths,600
CLI-004496,2025-03-09,Takealot,250
CLI-002240,2025-11-08,Takealot,250
CLI-000204,2025-05-20,British Airways,400
CLI-000570,2024-09-16,Woolworths,400
CLI-003671,2024-07-28,HBO Max,150
CLI-005811,2026-03-03,Takealot,600
CLI-005624,2026-06-19,Woolworths,50
CLI-006149,2024-07-15,Engen,100
CLI-000830,2025-11-24,British Airways,600
CLI-000573,2025-08-23,Takealot,250
CLI-003337,2025-12-17,Woolworths,100
CLI-000448,2026-02-15,Virgin Active,50
CLI-001477,2024-08-02,Engen,600
CLI-000747,2024-08-26,HBO Max,600
CLI-002955,2024-09-18,Virgin Active,600
CLI-006368,2025-07-14,Virgin Active,600
CLI-005722,2025-05-02,Woolworths,50
CLI-003439,2025-12-12,Woolworths,400
CLI-002356,2024-07-17,Engen,100
CLI-005015,2026-01-10,Woolworths,600
CLI-000135,2024-10-17,British Airways,250
CLI-003095,2024-08-20,Virgin Active,250
CLI-001434,2025-10-02,Virgin Active,100
CLI-003078,2024-10-17,Engen,250
CLI-002125,2024-08-26,British Airways,150
CLI-003056,2025-06-16,Engen,600
CLI-002612,2025-02-20,Virgin Active,400
CLI-001437,2024-10-04,HBO Max,50
CLI-003869,2025-03-12,British Airways,250
CLI-001762,2025-01-06,British Airways,250
CLI-001107,2025-02-02,Woolworths,50
CLI-000505,2026-05-27,Engen,600
CLI-006136,2024-07-29,Virgin Active,600
CLI-000052,2025-12-03,British Airways,250
CLI-001016,2025-07-04,British Airways,150
CLI-002651,2026-04-20,Virgin Active,400
CLI-004534,2025-11-14,Virgin Active,50
CLI-005998,2025-12-25,Engen,150
CLI-000531,2024-06-26,Woolworths,600
CLI-000563,2025-04-28,Virgin Active,50
CLI-006021,2024-09-10,Engen,50
CLI-000209,2025-12-01,Woolworths,400
CLI-003800,2026-01-29,Takealot,150
CLI-004321,2026-03-16,Engen,50
CLI-005962,2025-09-02,Takealot,400
CLI-004778,2024-06-28,British Airways,250
CLI-000466,2025-08-29,British Airways,150
CLI-003473,2024-06-27,British Airways,400
CLI-006402,2025-02-26,HBO Max,50
CLI-005003,2025-03-19,Woolworths,150
CLI-000228,2025-07-12,Woolworths,100
CLI-002018,2026-02-16,Takealot,100
CLI-000482,2025-08-07,Engen,150
CLI-002266,2024-12-26,British Airways,50
CLI-005612,2025-03-12,British Airways,250
CLI-004957,2026-06-15,Woolworths,150
CLI-005477,2025-05-20,Woolworths,400
CLI-000426,2024-08-03,British Airways,600
CLI-005232,2026-05-21,Takealot,150
CLI-002132,2026-04-10,Takealot,400
CLI-005198,2024-07-06,British Airways,400
CLI-003334,2025-06-13,HBO Max,400
CLI-001263,2026-04-26,British Airways,50
CLI-004361,2026-04-27,Virgin Active,250
CLI-003613,2024-10-10,Woolworths,250
CLI-001290,2025-02-05,Takealot,150
CLI-000758,2025-06-30,Virgin Active,150
CLI-001759,2025-08-08,Woolworths,250
CLI-005623,2026-02-14,Takealot,250
CLI-005420,2025-03-02,Woolworths,250
CLI-000888,2024-10-27,Virgin Active,50
CLI-005427,2026-04-25,Takealot,150
CLI-000482,2025-04-07,Woolworths,50
CLI-003756,2026-05-03,Woolworths,150
CLI-005981,2026-06-18,Virgin Active,250
CLI-005871,2025-03-16,Takealot,100
CLI-006295,2024-09-04,British Airways,150
CLI-001639,2025-10-04,Engen,600
CLI-002633,2025-03-09,HBO Max,150
CLI-002879,2026-01-05,Takealot,50
CLI-003819,2025-12-06,Virgin Active,50
CLI-005501,2026-06-13,British Airways,150
CLI-001952,2026-01-24,Takealot,600
CLI-003174,2026-01-10,Takealot,150
CLI-003170,2025-08-24,Virgin Active,50
CLI-004608,2025-11-03,Takealot,400
CLI-004243,2025-03-01,HBO Max,100
CLI-001584,2024-07-17,Virgin Active,400
CLI-001736,2025-12-05,British Airways,250
CLI-000735,2024-07-03,British Airways,400
CLI-000354,2026-04-18,Engen,50
CLI-000184,2025-11-01,Woolworths,100
CLI-000855,2025-08-16,Woolworths,400
CLI-002184,2025-03-22,HBO Max,50
CLI-005837,2025-02-12,HBO Max,150
CLI-005633,2025-05-19,Engen,100
CLI-001705,2026-03-16,Takealot,600
CLI-003248,2025-09-13,HBO Max,100
CLI-003343,2025-07-19,Takealot,250
CLI-002934,2025-10-31,British Airways,50
CLI-005521,2024-06-29,HBO Max,400
CLI-000115,2025-01-14,Virgin Active,250
CLI-005485,2025-09-20,HBO Max,100
CLI-005667,2026-04-04,Takealot,400
CLI-000211,2024-09-12,Woolworths,400
CLI-000351,2025-09-14,British Airways,400
CLI-006080,2024-10-09,British Airways,250
CLI-001423,2024-08-31,Virgin Active,400
CLI-002245,2026-03-16,Woolworths,400
CLI-003749,2025-03-05,HBO Max,600
CLI-003055,2025-06-01,HBO Max,600
CLI-005615,2025-09-23,Takealot,100
CLI-004945,2025-11-10,Woolworths,250
CLI-005048,2025-01-23,Takealot,50
CLI-001581,2026-01-10,Engen,100
CLI-002350,2025-04-22,Virgin Active,250
CLI-004337,2025-05-15,Virgin Active,100
CLI-000749,2025-01-29,Engen,400
CLI-000141,2025-09-16,HBO Max,50
CLI-003598,2025-12-08,Virgin Active,100
CLI-003677,2024-12-15,British Airways,150
CLI-000055,2025-02-11,British Airways,100
CLI-002238,2025-06-26,British Airways,100
CLI-001494,2024-10-09,Woolworths,150
CLI-000441,2024-11-21,Engen,400
CLI-001756,2025-05-25,Engen,600
CLI-001449,2025-04-13,British Airways,100
CLI-002125,2025-05-11,Takealot,400
CLI-006021,2025-05-22,HBO Max,250
CLI-006176,2025-04-21,British Airways,600
CLI-005546,2024-10-21,HBO Max,250
CLI-006163,2024-06-21,Virgin Active,150
CLI-000224,2024-10-21,HBO Max,100
CLI-003100,2025-08-03,Takealot,250
CLI-000905,2024-08-30,HBO Max,100
CLI-004407,2025-03-11,Takealot,150
CLI-002398,2025-02-04,HBO Max,250
CLI-005750,2025-11-16,HBO Max,150
CLI-003959,2026-01-28,Virgin Active,600
CLI-002702,2025-10-03,HBO Max,100
CLI-003297,2026-05-30,Engen,150
CLI-000155,2024-07-16,Woolworths,100
CLI-004445,2025-03-17,British Airways,150
CLI-000157,2025-12-05,Virgin Active,150
CLI-002036,2025-08-17,Takealot,50
CLI-002392,2025-08-25,HBO Max,100
CLI-000001,2024-10-06,HBO Max,600
CLI-004852,2024-08-28,Takealot,150
CLI-000872,2026-03-19,HBO Max,100
CLI-001923,2025-11-28,Virgin Active,100
CLI-003229,2025-03-12,British Airways,400
CLI-005341,2025-02-13,Virgin Active,50
CLI-004518,2024-10-12,Virgin Active,100
CLI-003109,2026-05-19,British Airways,600
CLI-002928,2025-05-24,Takealot,150
CLI-005560,2025-08-05,HBO Max,600
CLI-006473,2025-04-22,Takealot,400
CLI-000684,2025-09-28,Takealot,600
CLI-004263,2024-08-28,British Airways,50
CLI-004678,2024-10-04,British Airways,150
CLI-000141,2025-02-22,Engen,50
CLI-003424,2024-09-10,Engen,600
CLI-003962,2024-08-22,Engen,400
CLI-005480,2024-10-23,Takealot,400
CLI-000233,2024-10-22,Engen,250
CLI-005281,2025-03-09,HBO Max,150
CLI-002766,2024-08-13,Takealot,400
CLI-003753,2024-12-02,Virgin Active,400
