policy_id,market,product_type,channel,lapse_date,lapse_flag,reason
POL-006973,South Africa,Funeral,Tied Advisor,2025-08-10,1,Affordability
POL-006988,Namibia,Funeral,Direct Digital,2023-06-16,1,Affordability
POL-007002,South Africa,Funeral,Independent Broker,2022-11-14,1,Non-payment
POL-007004,Lesotho,Investment,Independent Broker,2023-05-21,1,Non-payment
POL-007006,South Africa,Health,Independent Broker,2023-10-17,1,Affordability
POL-007013,Lesotho,Life,Tied Advisor,2026-06-20,1,Switched provider
POL-007015,South Africa,Health,Tied Advisor,2026-06-20,1,Other
POL-007020,Lesotho,Life,Direct Digital,2023-08-04,1,Non-payment
POL-007023,Namibia,Life,Direct Digital,2025-03-03,1,Dissatisfaction
POL-007032,South Africa,Funeral,Tied Advisor,2025-04-19,1,Affordability
POL-007040,Botswana,Funeral,Tied Advisor,2026-06-20,1,Other
POL-007046,Botswana,Life,Bancassurance,2026-02-16,1,Non-payment
POL-007050,Lesotho,Investment,Independent Broker,2024-04-01,1,Affordability
POL-007052,Namibia,Life,Tied Advisor,2026-06-20,1,Non-payment
POL-007053,Lesotho,Life,Tied Advisor,2026-06-20,1,Affordability
POL-007068,Botswana,Life,Direct Digital,2026-06-20,1,Non-payment
POL-007071,Botswana,Life,Independent Broker,2023-06-28,1,Affordability
POL-007075,Botswana,Funeral,Bancassurance,2026-05-17,1,Non-payment
POL-007076,South Africa,Funeral,Direct Digital,2026-06-20,1,Dissatisfaction
POL-007088,South Africa,Life,Tied Advisor,2022-06-29,1,Affordability
POL-007104,Namibia,Investment,Independent Broker,2023-04-29,1,Affordability
POL-007108,South Africa,Funeral,Tied Advisor,2024-12-06,1,Affordability
POL-007109,South Africa,Funeral,Bancassurance,2023-12-16,1,Non-payment
POL-007117,South Africa,Life,Tied Advisor,2025-06-30,1,Affordability
POL-007130,Lesotho,Investment,Bancassurance,2025-07-26,1,Non-payment
POL-007132,South Africa,Life,Tied Advisor,2026-05-19,1,Dissatisfaction
POL-007154,Lesotho,Life,Tied Advisor,2024-04-12,1,Other
POL-007155,South Africa,Life,Direct Digital,2026-06-20,1,Other
POL-007158,Lesotho,Funeral,Independent Broker,2023-09-19,1,Affordability
POL-007164,South Africa,Funeral,Tied Advisor,2023-10-25,1,Dissatisfaction
POL-007167,Botswana,Investment,Direct Digital,2024-11-08,1,Dissatisfaction
POL-007173,South Africa,Investment,Direct Digital,2026-06-05,1,Switched provider
POL-007189,Lesotho,Life,Independent Broker,2025-03-09,1,Affordability
POL-007192,Botswana,Funeral,Tied Advisor,2022-07-14,1,Affordability
POL-007201,South Africa,Investment,Bancassurance,2026-06-20,1,Affordability
POL-007204,South Africa,Life,Independent Broker,2022-08-15,1,Affordability
POL-007205,South Africa,Life,Bancassurance,2026-06-20,1,Dissatisfaction
POL-007217,South Africa,Funeral,Tied Advisor,2025-05-08,1,Switched provider
POL-007218,Botswana,Health,Independent Broker,2026-06-20,1,Non-payment
POL-007221,South Africa,Funeral,Independent Broker,2023-09-13,1,Non-payment
POL-007246,Namibia,Investment,Independent Broker,2026-05-16,1,Non-payment
POL-007259,South Africa,Funeral,Direct Digital,2025-03-27,1,Affordability
POL-007264,South Africa,Investment,Tied Advisor,2026-06-20,1,Non-payment
POL-007265,Namibia,Funeral,Independent Broker,2025-06-09,1,Affordability
POL-007268,Botswana,Funeral,Bancassurance,2026-01-30,1,Affordability
POL-007271,South Africa,Funeral,Bancassurance,2026-06-20,1,Dissatisfaction
POL-007274,Lesotho,Investment,Independent Broker,2026-01-18,1,Non-payment
POL-007278,South Africa,Health,Tied Advisor,2026-06-20,1,Non-payment
POL-007283,Lesotho,Investment,Direct Digital,2024-08-27,1,Dissatisfaction
POL-007287,Lesotho,Funeral,Bancassurance,2023-12-22,1,Non-payment
POL-007290,South Africa,Funeral,Independent Broker,2023-12-16,1,Affordability
POL-007295,Lesotho,Funeral,Independent Broker,2026-06-20,1,Dissatisfaction
POL-007296,Botswana,Funeral,Direct Digital,2025-04-18,1,Affordability
POL-007299,South Africa,Life,Independent Broker,2026-06-20,1,Affordability
POL-007309,South Africa,Funeral,Tied Advisor,2024-12-02,1,Other
POL-007311,Namibia,Life,Independent Broker,2024-07-21,1,Switched provider
POL-007313,Namibia,Funeral,Direct Digital,2025-03-09,1,Non-payment
POL-007323,Botswana,Health,Bancassurance,2026-06-20,1,Affordability
POL-007325,Botswana,Life,Independent Broker,2025-03-26,1,Non-payment
POL-007343,Lesotho,Funeral,Bancassurance,2025-01-25,1,Non-payment
POL-007363,Botswana,Funeral,Independent Broker,2025-07-28,1,Affordability
POL-007365,South Africa,Funeral,Direct Digital,2026-06-20,1,Affordability
POL-007366,Lesotho,Funeral,Bancassurance,2025-12-04,1,Non-payment
POL-007371,South Africa,Funeral,Independent Broker,2022-07-31,1,Switched provider
POL-007374,South Africa,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-007380,Lesotho,Funeral,Tied Advisor,2023-11-16,1,Switched provider
POL-007390,South Africa,Life,Direct Digital,2024-10-26,1,Non-payment
POL-007401,South Africa,Life,Independent Broker,2023-09-22,1,Affordability
POL-007406,Botswana,Funeral,Tied Advisor,2026-06-20,1,Switched provider
POL-007409,South Africa,Funeral,Tied Advisor,2025-11-19,1,Affordability
POL-007416,Botswana,Funeral,Tied Advisor,2022-01-08,1,Dissatisfaction
POL-007417,Botswana,Health,Independent Broker,2024-12-09,1,Non-payment
POL-007426,South Africa,Investment,Independent Broker,2026-04-07,1,Affordability
POL-007438,Namibia,Investment,Independent Broker,2022-10-21,1,Dissatisfaction
POL-007443,South Africa,Investment,Direct Digital,2023-09-22,1,Non-payment
POL-007449,South Africa,Funeral,Tied Advisor,2025-02-12,1,Dissatisfaction
POL-007450,South Africa,Funeral,Direct Digital,2022-09-08,1,Non-payment
POL-007453,South Africa,Investment,Tied Advisor,2024-01-21,1,Switched provider
POL-007462,South Africa,Funeral,Tied Advisor,2023-09-24,1,Affordability
POL-007465,South Africa,Health,Tied Advisor,2025-02-28,1,Non-payment
POL-007466,South Africa,Life,Bancassurance,2025-04-01,1,Non-payment
POL-007468,South Africa,Life,Independent Broker,2023-05-19,1,Switched provider
POL-007488,South Africa,Funeral,Tied Advisor,2024-04-15,1,Switched provider
POL-007489,Namibia,Life,Direct Digital,2022-01-31,1,Non-payment
POL-007491,Namibia,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-007494,South Africa,Health,Tied Advisor,2023-09-08,1,Non-payment
POL-007497,South Africa,Investment,Independent Broker,2025-11-15,1,Dissatisfaction
POL-007498,South Africa,Health,Independent Broker,2024-04-20,1,Affordability
POL-007501,South Africa,Funeral,Tied Advisor,2024-01-27,1,Other
POL-007511,Namibia,Life,Bancassurance,2025-05-10,1,Non-payment
POL-007517,Namibia,Life,Tied Advisor,2023-08-14,1,Non-payment
POL-007523,South Africa,Funeral,Tied Advisor,2026-06-20,1,Non-payment
POL-007536,Namibia,Funeral,Direct Digital,2026-05-28,1,Switched provider
POL-007538,South Africa,Health,Independent Broker,2025-02-25,1,Non-payment
POL-007546,Botswana,Health,Direct Digital,2025-11-07,1,Affordability
POL-007548,South Africa,Life,Direct Digital,2024-02-17,1,Dissatisfaction
POL-007550,Botswana,Funeral,Direct Digital,2026-01-14,1,Affordability
POL-007554,South Africa,Life,Bancassurance,2022-10-31,1,Non-payment
POL-007559,South Africa,Health,Tied Advisor,2023-03-23,1,Affordability
POL-007566,South Africa,Health,Tied Advisor,2024-12-15,1,Dissatisfaction
POL-007572,South Africa,Funeral,Tied Advisor,2022-01-17,1,Switched provider
POL-007581,Namibia,Funeral,Tied Advisor,2026-06-20,1,Switched provider
POL-007585,Namibia,Life,Tied Advisor,2025-09-26,1,Affordability
POL-007596,South Africa,Funeral,Bancassurance,2023-10-02,1,Affordability
POL-007597,South Africa,Investment,Independent Broker,2022-11-25,1,Other
POL-007606,Lesotho,Funeral,Tied Advisor,2024-04-13,1,Non-payment
POL-007609,South Africa,Life,Bancassurance,2025-10-29,1,Affordability
POL-007625,Namibia,Investment,Direct Digital,2026-06-20,1,Non-payment
POL-007628,Lesotho,Life,Direct Digital,2025-05-16,1,Dissatisfaction
POL-007630,Namibia,Funeral,Bancassurance,2025-11-18,1,Dissatisfaction
POL-007633,South Africa,Funeral,Tied Advisor,2023-10-06,1,Non-payment
POL-007640,Botswana,Investment,Bancassurance,2024-06-13,1,Non-payment
POL-007643,Namibia,Investment,Independent Broker,2026-06-20,1,Affordability
POL-007648,Botswana,Funeral,Independent Broker,2024-07-05,1,Switched provider
POL-007649,South Africa,Life,Independent Broker,2026-06-20,1,Switched provider
POL-007650,South Africa,Funeral,Independent Broker,2023-12-04,1,Switched provider
POL-007652,Namibia,Investment,Tied Advisor,2024-12-10,1,Affordability
POL-007655,Botswana,Life,Tied Advisor,2026-06-20,1,Affordability
POL-007661,South Africa,Funeral,Tied Advisor,2024-01-07,1,Non-payment
POL-007675,Namibia,Funeral,Independent Broker,2022-08-28,1,Non-payment
POL-007681,South Africa,Life,Tied Advisor,2023-10-21,1,Affordability
POL-007690,South Africa,Health,Direct Digital,2024-09-23,1,Dissatisfaction
POL-007694,South Africa,Life,Bancassurance,2026-06-20,1,Affordability
POL-007697,South Africa,Funeral,Bancassurance,2026-06-20,1,Affordability
POL-007710,South Africa,Funeral,Bancassurance,2024-04-19,1,Switched provider
POL-007722,South Africa,Funeral,Bancassurance,2024-12-12,1,Affordability
POL-007726,South Africa,Funeral,Independent Broker,2024-10-30,1,Switched provider
POL-007728,South Africa,Funeral,Independent Broker,2026-06-20,1,Non-payment
POL-007731,South Africa,Funeral,Direct Digital,2024-09-21,1,Non-payment
POL-007735,Namibia,Life,Direct Digital,2026-06-20,1,Affordability
POL-007737,Botswana,Funeral,Direct Digital,2025-06-25,1,Non-payment
POL-007748,Botswana,Life,Independent Broker,2024-08-08,1,Switched provider
POL-007761,South Africa,Life,Independent Broker,2023-08-28,1,Dissatisfaction
POL-007767,South Africa,Health,Tied Advisor,2026-01-18,1,Affordability
POL-007773,South Africa,Health,Tied Advisor,2026-06-20,1,Affordability
POL-007775,Botswana,Funeral,Tied Advisor,2026-03-17,1,Affordability
POL-007777,Namibia,Funeral,Independent Broker,2026-02-10,1,Dissatisfaction
POL-007779,South Africa,Life,Independent Broker,2024-12-05,1,Non-payment
POL-007782,Namibia,Life,Independent Broker,2024-10-07,1,Non-payment
POL-007786,South Africa,Funeral,Tied Advisor,2026-06-20,1,Switched provider
POL-007787,South Africa,Health,Tied Advisor,2023-09-16,1,Non-payment
POL-007788,Botswana,Life,Independent Broker,2025-12-03,1,Non-payment
POL-007790,South Africa,Life,Tied Advisor,2026-06-20,1,Affordability
POL-007815,Lesotho,Health,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-007821,South Africa,Health,Independent Broker,2025-03-10,1,Non-payment
POL-007824,South Africa,Funeral,Tied Advisor,2022-05-30,1,Other
POL-007827,Lesotho,Life,Bancassurance,2024-08-26,1,Affordability
POL-007830,Lesotho,Funeral,Bancassurance,2022-12-05,1,Affordability
POL-007831,South Africa,Health,Tied Advisor,2023-10-18,1,Affordability
POL-007853,South Africa,Life,Independent Broker,2023-07-16,1,Dissatisfaction
POL-007854,Lesotho,Life,Tied Advisor,2025-12-25,1,Non-payment
POL-007855,South Africa,Funeral,Independent Broker,2026-06-20,1,Affordability
POL-007857,Namibia,Health,Tied Advisor,2026-06-20,1,Affordability
POL-007860,Namibia,Funeral,Bancassurance,2026-06-20,1,Affordability
POL-007869,South Africa,Life,Direct Digital,2025-03-30,1,Non-payment
POL-007874,South Africa,Funeral,Direct Digital,2025-02-01,1,Affordability
POL-007876,South Africa,Life,Tied Advisor,2022-10-06,1,Non-payment
POL-007879,Botswana,Life,Tied Advisor,2023-12-08,1,Switched provider
POL-007880,South Africa,Investment,Direct Digital,2026-06-16,1,Non-payment
POL-007886,South Africa,Funeral,Direct Digital,2026-06-20,1,Dissatisfaction
POL-007899,South Africa,Health,Tied Advisor,2026-01-18,1,Non-payment
POL-007900,Lesotho,Funeral,Independent Broker,2026-04-19,1,Affordability
POL-007904,South Africa,Life,Bancassurance,2026-06-20,1,Other
POL-007910,Lesotho,Life,Tied Advisor,2024-05-12,1,Affordability
POL-007936,South Africa,Health,Independent Broker,2024-03-30,1,Other
POL-007940,South Africa,Life,Direct Digital,2025-05-26,1,Other
POL-007955,South Africa,Investment,Direct Digital,2022-07-22,1,Affordability
POL-007956,Namibia,Health,Tied Advisor,2023-05-20,1,Affordability
POL-007957,South Africa,Health,Direct Digital,2023-03-15,1,Affordability
POL-007958,South Africa,Investment,Independent Broker,2026-06-20,1,Non-payment
POL-007961,Botswana,Funeral,Bancassurance,2025-07-28,1,Non-payment
POL-007964,South Africa,Investment,Independent Broker,2026-06-20,1,Switched provider
POL-007980,South Africa,Funeral,Bancassurance,2024-11-18,1,Other
POL-007984,Botswana,Funeral,Bancassurance,2023-12-18,1,Non-payment
POL-008000,South Africa,Life,Tied Advisor,2024-12-01,1,Affordability
POL-008005,Lesotho,Funeral,Tied Advisor,2026-06-20,1,Other
POL-008008,South Africa,Life,Tied Advisor,2026-06-20,1,Non-payment
POL-008009,Namibia,Health,Bancassurance,2026-06-20,1,Non-payment
POL-008026,South Africa,Life,Independent Broker,2022-06-21,1,Non-payment
POL-008027,Botswana,Life,Bancassurance,2025-08-08,1,Dissatisfaction
POL-008039,Namibia,Funeral,Independent Broker,2026-06-20,1,Non-payment
POL-008042,Lesotho,Funeral,Independent Broker,2023-12-27,1,Affordability
POL-008048,South Africa,Life,Independent Broker,2024-03-22,1,Non-payment
POL-008049,South Africa,Funeral,Bancassurance,2023-01-11,1,Non-payment
POL-008051,South Africa,Funeral,Independent Broker,2026-06-01,1,Non-payment
POL-008055,Namibia,Funeral,Bancassurance,2023-11-05,1,Affordability
POL-008060,South Africa,Life,Tied Advisor,2026-06-20,1,Affordability
POL-008063,Botswana,Funeral,Independent Broker,2025-09-02,1,Affordability
POL-008065,South Africa,Health,Independent Broker,2023-02-22,1,Non-payment
POL-008068,South Africa,Life,Direct Digital,2025-07-03,1,Dissatisfaction
POL-008072,Namibia,Funeral,Bancassurance,2023-12-07,1,Affordability
POL-008073,Lesotho,Health,Tied Advisor,2023-01-16,1,Non-payment
POL-008083,Lesotho,Investment,Tied Advisor,2025-02-10,1,Non-payment
POL-008084,Botswana,Life,Independent Broker,2026-06-20,1,Non-payment
POL-008088,South Africa,Funeral,Tied Advisor,2025-12-23,1,Dissatisfaction
POL-008090,Botswana,Life,Direct Digital,2026-06-20,1,Other
POL-008095,Lesotho,Life,Independent Broker,2024-06-27,1,Affordability
POL-008104,South Africa,Funeral,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-008116,Botswana,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-008117,Lesotho,Funeral,Direct Digital,2025-08-21,1,Non-payment
POL-008124,Lesotho,Investment,Tied Advisor,2023-08-17,1,Switched provider
POL-008125,Namibia,Investment,Direct Digital,2025-06-17,1,Switched provider
POL-008130,Botswana,Funeral,Bancassurance,2023-08-17,1,Non-payment
POL-008152,Botswana,Life,Bancassurance,2022-10-07,1,Switched provider
POL-008153,South Africa,Funeral,Independent Broker,2025-12-27,1,Non-payment
POL-008164,Botswana,Life,Independent Broker,2026-06-20,1,Dissatisfaction
POL-008166,South Africa,Funeral,Bancassurance,2024-08-07,1,Non-payment
POL-008170,Namibia,Life,Independent Broker,2024-10-30,1,Non-payment
POL-008181,Namibia,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-008182,South Africa,Health,Tied Advisor,2026-06-20,1,Switched provider
POL-008190,Lesotho,Life,Direct Digital,2024-12-15,1,Affordability
POL-008195,South Africa,Life,Tied Advisor,2023-10-28,1,Affordability
POL-008198,Botswana,Funeral,Bancassurance,2025-12-27,1,Non-payment
POL-008201,South Africa,Funeral,Independent Broker,2024-02-24,1,Affordability
POL-008203,Botswana,Life,Tied Advisor,2025-06-07,1,Affordability
POL-008205,South Africa,Funeral,Tied Advisor,2022-07-02,1,Non-payment
POL-008208,South Africa,Health,Bancassurance,2024-06-11,1,Non-payment
POL-008227,Namibia,Health,Tied Advisor,2024-04-24,1,Switched provider
POL-008241,Namibia,Life,Tied Advisor,2025-11-13,1,Non-payment
POL-008248,South Africa,Health,Direct Digital,2026-06-20,1,Switched provider
POL-008255,Namibia,Life,Tied Advisor,2026-06-20,1,Non-payment
POL-008271,Lesotho,Investment,Tied Advisor,2026-06-20,1,Non-payment
POL-008277,South Africa,Funeral,Tied Advisor,2025-03-03,1,Affordability
POL-008281,South Africa,Life,Tied Advisor,2023-11-25,1,Switched provider
POL-008282,Botswana,Life,Independent Broker,2026-06-20,1,Non-payment
POL-008286,South Africa,Health,Direct Digital,2026-06-20,1,Affordability
POL-008295,South Africa,Life,Tied Advisor,2026-06-20,1,Affordability
POL-008298,South Africa,Health,Direct Digital,2026-06-20,1,Dissatisfaction
POL-008306,South Africa,Health,Bancassurance,2025-05-01,1,Switched provider
POL-008309,Namibia,Life,Direct Digital,2026-06-20,1,Dissatisfaction
POL-008311,Botswana,Health,Bancassurance,2026-06-20,1,Affordability
POL-008330,South Africa,Life,Direct Digital,2023-06-16,1,Affordability
POL-008335,South Africa,Life,Bancassurance,2024-06-01,1,Non-payment
POL-008343,Namibia,Life,Bancassurance,2023-06-29,1,Non-payment
POL-008350,Lesotho,Funeral,Independent Broker,2026-06-20,1,Non-payment
POL-008353,South Africa,Funeral,Direct Digital,2024-11-21,1,Non-payment
POL-008367,South Africa,Health,Tied Advisor,2023-04-17,1,Dissatisfaction
POL-008376,South Africa,Investment,Independent Broker,2026-06-20,1,Non-payment
POL-008377,Botswana,Life,Bancassurance,2026-06-20,1,Affordability
POL-008390,South Africa,Health,Bancassurance,2025-05-07,1,Affordability
POL-008408,Botswana,Life,Tied Advisor,2022-09-19,1,Non-payment
POL-008409,South Africa,Life,Independent Broker,2024-07-02,1,Affordability
POL-008411,South Africa,Life,Independent Broker,2026-06-20,1,Non-payment
POL-008433,South Africa,Health,Independent Broker,2026-06-20,1,Affordability
POL-008439,Botswana,Funeral,Independent Broker,2025-01-15,1,Non-payment
POL-008448,South Africa,Life,Tied Advisor,2026-06-20,1,Affordability
POL-008453,South Africa,Investment,Direct Digital,2024-03-06,1,Affordability
POL-008456,South Africa,Life,Tied Advisor,2023-06-25,1,Affordability
POL-008459,Namibia,Funeral,Independent Broker,2026-04-08,1,Non-payment
POL-008472,South Africa,Funeral,Bancassurance,2026-06-20,1,Dissatisfaction
POL-008474,Botswana,Funeral,Independent Broker,2024-01-30,1,Non-payment
POL-008481,South Africa,Life,Tied Advisor,2022-09-18,1,Other
POL-008482,South Africa,Funeral,Bancassurance,2025-04-09,1,Non-payment
POL-008483,Botswana,Investment,Independent Broker,2024-05-03,1,Affordability
POL-008485,South Africa,Funeral,Bancassurance,2026-06-20,1,Switched provider
POL-008487,Namibia,Funeral,Independent Broker,2024-10-20,1,Non-payment
POL-008493,South Africa,Life,Independent Broker,2024-03-19,1,Non-payment
POL-008496,South Africa,Funeral,Independent Broker,2026-05-31,1,Non-payment
POL-008504,South Africa,Funeral,Independent Broker,2024-12-05,1,Affordability
POL-008512,Lesotho,Life,Independent Broker,2026-06-20,1,Switched provider
POL-008518,South Africa,Funeral,Tied Advisor,2026-03-13,1,Switched provider
POL-008523,Lesotho,Investment,Bancassurance,2025-08-15,1,Other
POL-008530,South Africa,Life,Independent Broker,2023-03-15,1,Non-payment
POL-008545,Namibia,Health,Direct Digital,2026-06-02,1,Affordability
POL-008546,Botswana,Funeral,Tied Advisor,2022-09-05,1,Affordability
POL-008547,Lesotho,Funeral,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-008550,South Africa,Investment,Bancassurance,2024-06-15,1,Affordability
POL-008556,South Africa,Funeral,Independent Broker,2026-06-20,1,Affordability
POL-008557,South Africa,Investment,Tied Advisor,2023-11-03,1,Affordability
POL-008558,Lesotho,Health,Direct Digital,2025-08-04,1,Other
POL-008563,Lesotho,Funeral,Bancassurance,2026-06-20,1,Switched provider
POL-008574,South Africa,Health,Tied Advisor,2026-03-29,1,Dissatisfaction
POL-008576,Namibia,Life,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-008585,South Africa,Funeral,Independent Broker,2023-08-16,1,Switched provider
POL-008603,South Africa,Investment,Tied Advisor,2024-07-20,1,Affordability
POL-008608,South Africa,Funeral,Tied Advisor,2023-11-21,1,Non-payment
POL-008612,South Africa,Health,Tied Advisor,2026-06-20,1,Non-payment
POL-008614,South Africa,Funeral,Independent Broker,2024-04-02,1,Affordability
POL-008622,South Africa,Health,Direct Digital,2024-08-11,1,Non-payment
POL-008625,Namibia,Life,Independent Broker,2025-08-07,1,Affordability
POL-008626,South Africa,Funeral,Independent Broker,2025-11-24,1,Non-payment
POL-008639,South Africa,Health,Tied Advisor,2025-05-16,1,Dissatisfaction
POL-008644,Botswana,Funeral,Tied Advisor,2026-06-20,1,Affordability
POL-008654,Lesotho,Health,Tied Advisor,2026-06-20,1,Affordability
POL-008659,Namibia,Funeral,Independent Broker,2025-07-31,1,Switched provider
POL-008666,Lesotho,Funeral,Bancassurance,2026-06-20,1,Dissatisfaction
POL-008682,Namibia,Life,Bancassurance,2026-06-20,1,Dissatisfaction
POL-008683,South Africa,Health,Bancassurance,2025-10-27,1,Affordability
POL-008706,South Africa,Health,Tied Advisor,2026-06-20,1,Dissatisfaction
POL-008710,Namibia,Health,Tied Advisor,2026-02-04,1,Affordability
POL-008711,Botswana,Funeral,Direct Digital,2023-09-08,1,Non-payment
POL-008712,South Africa,Health,Independent Broker,2022-08-04,1,Affordability
POL-008719,Lesotho,Funeral,Direct Digital,2023-02-21,1,Affordability
POL-008720,South Africa,Funeral,Direct Digital,2026-06-20,1,Other
POL-008732,Lesotho,Funeral,Direct Digital,2024-01-26,1,Dissatisfaction
POL-008734,Lesotho,Life,Direct Digital,2024-05-09,1,Affordability
POL-008737,South Africa,Life,Independent Broker,2026-06-20,1,Dissatisfaction
POL-008741,South Africa,Life,Direct Digital,2025-10-07,1,Non-payment
POL-008748,South Africa,Funeral,Tied Advisor,2022-09-02,1,Affordability
POL-008749,Namibia,Investment,Independent Broker,2023-05-23,1,Affordability
POL-008760,Namibia,Funeral,Independent Broker,2026-06-20,1,Non-payment
POL-008762,South Africa,Investment,Tied Advisor,2024-10-12,1,Affordability
POL-008767,Lesotho,Health,Tied Advisor,2026-06-20,1,Switched provider
POL-008773,Namibia,Funeral,Direct Digital,2026-02-18,1,Dissatisfaction
POL-008780,Lesotho,Investment,Tied Advisor,2024-08-16,1,Switched provider
POL-008786,Lesotho,Life,Bancassurance,2025-10-10,1,Affordability
POL-008795,South Africa,Funeral,Bancassurance,2023-02-13,1,Affordability
POL-008804,Namibia,Life,Tied Advisor,2025-07-09,1,Non-payment
POL-008807,Namibia,Funeral,Bancassurance,2026-06-20,1,Non-payment
POL-008815,South Africa,Life,Independent Broker,2026-06-20,1,Dissatisfaction
POL-008839,Botswana,Funeral,Independent Broker,2026-01-12,1,Non-payment
POL-008845,South Africa,Funeral,Tied Advisor,2023-08-12,1,Affordability
POL-008858,South Africa,Funeral,Tied Advisor,2023-11-19,1,Dissatisfaction
POL-008862,South Africa,Health,Bancassurance,2026-06-20,1,Switched provider
POL-008877,South Africa,Funeral,Direct Digital,2024-11-07,1,Dissatisfaction
POL-008879,Botswana,Life,Independent Broker,2026-03-11,1,Switched provider
POL-008881,South Africa,Funeral,Tied Advisor,2026-03-31,1,Non-payment
POL-008883,South Africa,Life,Tied Advisor,2025-06-03,1,Affordability
POL-008890,Namibia,Health,Independent Broker,2026-06-20,1,Switched provider
POL-008897,South Africa,Health,Independent Broker,2023-09-29,1,Dissatisfaction
POL-008899,Lesotho,Life,Bancassurance,2022-10-23,1,Non-payment
POL-008910,South Africa,Life,Tied Advisor,2023-11-07,1,Affordability
POL-008911,Botswana,Life,Independent Broker,2026-06-20,1,Affordability
POL-008938,South Africa,Funeral,Tied Advisor,2023-08-17,1,Affordability
POL-008946,South Africa,Funeral,Independent Broker,2025-12-14,1,Affordability
POL-008948,South Africa,Health,Tied Advisor,2024-09-22,1,Switched provider
POL-008951,South Africa,Funeral,Independent Broker,2026-05-03,1,Non-payment
POL-008952,Lesotho,Funeral,Independent Broker,2024-08-16,1,Affordability
POL-008954,South Africa,Life,Direct Digital,2026-06-20,1,Affordability
POL-008962,South Africa,Life,Tied Advisor,2025-03-08,1,Affordability
POL-008964,South Africa,Health,Tied Advisor,2025-02-20,1,Non-payment
POL-008968,Botswana,Funeral,Direct Digital,2024-08-22,1,Non-payment
POL-008969,South Africa,Funeral,Bancassurance,2026-06-20,1,Switched provider
POL-008974,South Africa,Funeral,Bancassurance,2025-01-23,1,Affordability
POL-008979,Botswana,Funeral,Direct Digital,2024-12-09,1,Switched provider
POL-008986,Namibia,Funeral,Bancassurance,2025-01-15,1,Affordability
POL-008995,Lesotho,Investment,Independent Broker,2026-06-20,1,Other
POL-009000,Botswana,Funeral,Bancassurance,2025-12-10,1,Dissatisfaction
